Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Journal of Bone and Mineral Research,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Journal of Business Finance & Accounting,Wiley,Hybrid,2400,2400,2400,2800,2880,2880
Journal of Business Logistics,Wiley,Hybrid,2100,2100,2300,2300,2730,2730
"Journal of Cachexia, Sarcopenia and Muscle",Wiley,OA,2600,2600,2850,3400,3740,3740
Journal of Cancer Epidemiology,Wiley,OA,,,,,854,854
Journal of Cardiac Surgery,Wiley,Hybrid,2400,2400,2650,3100,,3100
Journal of Cardiac Surgery,Wiley,OA,,,,,2310,2310
Journal of Cardiovascular Electrophysiology,Wiley,Hybrid,3250,3250,3250,3350,3450,3450
Journal of Cellular Biochemistry,Wiley,Hybrid,3333,3650,3650,3700,3820,3820
Journal of Cellular Physiology,Wiley,Hybrid,3750,3750,3900,4000,4120,4120
Journal of Cellular and Molecular Medicine,Wiley,OA,2585,2850,3150,3800,4180,4180
Journal of Chemical Technology and Biotechnology,Wiley,Hybrid,3150,3400,3400,3400,3400,3400
Journal of Chemistry,Wiley,OA,,,,,1848,1848
Journal of Chemometrics,Wiley,Hybrid,3250,3250,3250,3650,3760,3760
Journal of Child Psychology and Psychiatry,Wiley,Hybrid,3167,3167,3167,3650,3760,3760
Journal of Child and Adolescent Psychiatric Nursing,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Chinese Philosophy,Wiley,Hybrid,2100,2100,,,,2100
Journal of Clinical Apheresis,Wiley,Hybrid,2750,2850,2850,2900,2980,2980
Journal of Clinical Laboratory Analysis,Wiley,OA,1700,1700,1850,2300,2530,2530
Journal of Clinical Nursing,Wiley,Hybrid,3333,3400,3400,4000,4120,4120
Journal of Clinical Periodontology,Wiley,Hybrid,3500,3600,3600,4100,4230,4230
Journal of Clinical Pharmacology,Wiley,Hybrid,2500,2750,2750,3050,3140,3140
Journal of Clinical Pharmacy and Therapeutics,Wiley,OA,,,,,2310,2310
Journal of Clinical Pharmacy and Therapeutics,Wiley,Hybrid,2583,2583,2650,3200,,3200
Journal of Clinical Psychology,Wiley,Hybrid,2500,2500,2500,2800,2880,2880
Journal of Clinical Ultrasound,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Journal of College Counseling,Wiley,Hybrid,2100,2100,2100,,,2100
Journal of Combinatorial Designs,Wiley,Hybrid,2083,2083,2083,2450,2520,2520
Journal of Combustion,Wiley,OA,,,,,854,854
Journal of Community & Applied Social Psychology,Wiley,Hybrid,2333,2333,2333,2650,2730,2730
Journal of Community Psychology,Wiley,Hybrid,2333,2333,2333,2800,2880,2880
Journal of Computational Chemistry,Wiley,Hybrid,3583,3583,3583,3900,4020,4020
Journal of Computer Assisted Learning,Wiley,Hybrid,2667,2667,2667,3050,3140,3140
Journal of Computer Networks and Communications,Wiley,OA,,,,,1340,1340
Journal of Consumer Affairs,Wiley,Hybrid,2100,2100,2300,2450,2520,2520
Journal of Consumer Behaviour,Wiley,Hybrid,2083,2083,2083,2450,2520,2520
Journal of Consumer Psychology,Wiley,Hybrid,2500,2500,2600,2650,2730,2730
Journal of Contemporary Water Research & Education,Wiley,Hybrid,2500,,,,,2500
Journal of Contingencies and Crisis Management,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Journal of Control Science and Engineering,Wiley,OA,,,,,1340,1340
Journal of Corporate Accounting & Finance,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of Cosmetic Dermatology,Wiley,Hybrid,2650,2650,2900,3500,,3500
Journal of Cosmetic Dermatology,Wiley,OA,,,,,2150,2150
Journal of Counseling & Development,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Cutaneous Immunology and Allergy,Wiley,OA,2570,2570,2570,2570,2570,2570
Journal of Cutaneous Pathology,Wiley,Hybrid,2583,2583,2583,2650,2730,2730
Journal of Dental Education,Wiley,Hybrid,,2500,2500,2650,2730,2730
Journal of Diabetes,Wiley,Hybrid,2500,2500,2500,,,2500
Journal of Diabetes,Wiley,OA,,,,2550,2550,2550
Journal of Diabetes Investigation,Wiley,OA,2550,2550,2805,2805,2805,2805
Journal of Diabetes Research,Wiley,OA,,,,,2356,2356
Journal of Digestive Diseases,Wiley,Hybrid,2417,2417,2417,2450,2450,2450
Journal of Ecology,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Journal of Economic Surveys,Wiley,Hybrid,2500,2600,2600,3150,3240,3240
Journal of Economics & Management Strategy,Wiley,Hybrid,2333,2333,2333,2400,2480,2480
Journal of Educational Measurement,Wiley,Hybrid,,,,2450,2520,2520
Journal of Electrical and Computer Engineering,Wiley,OA,,,,,854,854
Journal of Empirical Legal Studies,Wiley,Hybrid,2100,2100,2300,2450,2520,2520
Journal of Employment Counseling,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Energy,Wiley,OA,,,,,739,739
Journal of Engineering,Wiley,OA,,,1500,1500,1650,1650
Journal of Engineering Education,Wiley,Hybrid,,2500,2500,3000,3090,3090
Journal of Environmental Quality,Wiley,Hybrid,,,900,1050,1230,1230
Journal of Environmental and Public Health,Wiley,OA,,,,,1340,1340
Journal of Esthetic and Restorative Dentistry,Wiley,Hybrid,2500,2850,2850,2950,3040,3040
Journal of Eukaryotic Microbiology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Evaluation in Clinical Practice,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Journal of Evidence-Based Medicine,Wiley,Hybrid,2083,2083,2083,2100,2100,2100
Journal of Evolutionary Biology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,Wiley,Hybrid,3250,3250,3250,3350,3350,3350
Journal of Experimental Zoology Part B Molecular and Developmental Evolution,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of Extracellular Biology,Wiley,OA,,,,2650,2650,2650
Journal of Extracellular Vesicles,Wiley,OA,,,3450,3600,3780,3780
Journal of Family Theory & Review,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Family Therapy,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Journal of Field Ornithology,Wiley,Hybrid,2500,2500,2500,,,2500
Journal of Field Robotics,Wiley,Hybrid,3250,3250,3250,3600,3710,3710
Journal of Fish Biology,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Journal of Fish Diseases,Wiley,Hybrid,3500,3500,3500,4000,4120,4120
Journal of Flood Risk Management,Wiley,OA,,2000,2200,2450,2700,2700
Journal of Flood Risk Management,Wiley,Hybrid,3000,,,,,3000
Journal of Food Biochemistry,Wiley,Hybrid,2500,2500,2500,3000,,3000
Journal of Food Biochemistry,Wiley,OA,,,,,2310,2310
Journal of Food Process Engineering,Wiley,Hybrid,2083,2500,2600,2650,2730,2730
Journal of Food Processing and Preservation,Wiley,Hybrid,2400,2400,2400,2600,,2600
Journal of Food Processing and Preservation,Wiley,OA,,,,,2310,2310
Journal of Food Quality,Wiley,OA,,,,,2195,2195
Journal of Food Quality,Wiley,Hybrid,2083,,,,,2083
Journal of Food Safety,Wiley,Hybrid,2500,2750,2750,2800,2880,2880
Journal of Food Science,Wiley,Hybrid,2500,3000,3250,3350,3450,3450
Journal of Forecasting,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Journal of Forensic Sciences,Wiley,Hybrid,2500,2600,2850,3350,3450,3450
Journal of Function Spaces,Wiley,OA,,,,,2195,2195
Journal of Gastroenterology and Hepatology,Wiley,Hybrid,3333,3333,3333,3650,3760,3760
Journal of General and Family Medicine,Wiley,OA,2255,2255,2255,2255,2255,2255
Journal of Genetic Counseling,Wiley,Hybrid,,2500,2500,2950,3040,3040
Journal of Geophysical Research: Atmospheres,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Biogeosciences,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Earth Surface,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Oceans,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Planets,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Solid Earth,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Geophysical Research: Space Physics,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Journal of Graph Theory,Wiley,Hybrid,2500,3000,3000,3050,3140,3140
Journal of Healthcare Engineering,Wiley,OA,,,,,2195,2195
Journal of Healthcare Risk Management,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of Hepato-Biliary-Pancreatic Sciences,Wiley,Hybrid,3000,3000,3100,3100,3100,3100
Journal of Heterocyclic Chemistry,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Journal of Historical Sociology,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Journal of Hospital Medicine,Wiley,Hybrid,,,,2550,2630,2630
Journal of Human Nutrition and Dietetics,Wiley,Hybrid,2833,2833,2833,3350,3450,3450
Journal of Immunology Research,Wiley,OA,,,,,2195,2195
Journal of Industrial Ecology,Wiley,Hybrid,2500,2500,2500,2750,2830,2830
Journal of Inherited Metabolic Disease,Wiley,Hybrid,,2500,2500,2750,2750,2750
Journal of Integrative Plant Biology,Wiley,Hybrid,2000,2000,2000,2100,2160,2160
Journal of Intellectual Disability Research,Wiley,Hybrid,2750,2750,2750,2900,2980,2980
Journal of Interdisciplinary Nanomedicine,Wiley,OA,1553,1553,,,,1553
Journal of Interior Design,Wiley,Hybrid,2100,2100,2100,2150,,2150
Journal of Internal Medicine,Wiley,Hybrid,3500,3500,3500,3500,3610,3610
Journal of International Development,Wiley,Hybrid,2250,2250,2250,2450,2520,2520
Journal of International Financial Management & Accounting,Wiley,Hybrid,2083,2083,2083,2200,2270,2270
Journal of Interventional Cardiology,Wiley,OA,,,,,1848,1848
Journal of Interventional Cardiology,Wiley,Hybrid,2500,,,,,2500
Journal of Investigative Psychology and Offender Profiling,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Investigative and Clinical Dentistry,Wiley,Hybrid,2083,2083,,,,2083
Journal of Labelled Compounds and Radiopharmaceuticals,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Journal of Labor and Society,Wiley,Hybrid,2083,2083,,,,2083
Journal of Latin American & Caribbean Anthropology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Law and Society,Wiley,Hybrid,2083,2350,2350,2350,2420,2420
Journal of Leadership Studies,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Journal of Legal Studies Education,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Leukocyte Biology,Wiley,Hybrid,2295,2550,2550,3050,,3050
Journal of Linguistic Anthropology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Lipids,Wiley,OA,,,,,854,854
Journal of Magnetic Resonance Imaging,Wiley,Hybrid,3000,3000,3000,3000,3000,3000
Journal of Management Studies,Wiley,Hybrid,2750,2750,2750,3050,3140,3140
Journal of Marine Sciences,Wiley,OA,,,,,739,739
Journal of Marital and Family Therapy,Wiley,Hybrid,2100,2100,2100,2250,2320,2320
Journal of Marriage and Family,Wiley,Hybrid,2500,2500,2600,3150,3240,3240
Journal of Mass Spectrometry,Wiley,Hybrid,3083,3083,3083,3250,3350,3350
Journal of Mathematics,Wiley,OA,,,,,1848,1848
Journal of Medical Imaging and Radiation Oncology,Wiley,Hybrid,2250,2250,2250,2700,2780,2780
Journal of Medical Primatology,Wiley,Hybrid,2250,2400,2400,2450,2520,2520
Journal of Medical Radiation Sciences,Wiley,OA,1800,1800,2000,2200,2420,2420
Journal of Medical Virology,Wiley,Hybrid,2833,2833,3100,3200,3300,3300
Journal of Metamorphic Geology,Wiley,Hybrid,2650,3150,3150,3650,3760,3760
Journal of Microscopy,Wiley,Hybrid,3583,3583,3583,3650,3760,3760
Journal of Midwifery & Women's Health,Wiley,Hybrid,2500,2500,2750,2750,2830,2830
Journal of Molecular Recognition,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
"Journal of Money, Credit and Banking",Wiley,Hybrid,2500,2500,2500,2800,2880,2880
Journal of Morphology,Wiley,Hybrid,2500,2850,2850,3300,3400,3400
Journal of Multi-Criteria Decision Analysis,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Multicultural Counseling and Development,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Nanomaterials,Wiley,OA,,,,,2195,2195
Journal of Nanotechnology,Wiley,OA,,,,,854,854
Journal of Neurochemistry,Wiley,Hybrid,2500,3000,3300,3950,4070,4070
Journal of Neuroendocrinology,Wiley,Hybrid,3250,3250,3250,3350,3450,3450
Journal of Neuroimaging,Wiley,Hybrid,2583,2750,2750,2750,2830,2830
Journal of Neuropsychology,Wiley,Hybrid,2083,2083,2300,2750,2830,2830
Journal of Neuroscience Research,Wiley,Hybrid,3000,3000,3300,3750,3870,3870
Journal of Nucleic Acids,Wiley,OA,,,,,854,854
Journal of Nursing Management,Wiley,Hybrid,3100,3100,3400,4100,,4100
Journal of Nursing Management,Wiley,OA,,,,,2310,2310
Journal of Nursing Scholarship,Wiley,Hybrid,1500,1800,2000,2400,2480,2480
Journal of Nutrition and Metabolism,Wiley,OA,,,,,854,854
Journal of Obesity,Wiley,OA,,,,,854,854
Journal of Obstetrics and Gynaecology Research,Wiley,Hybrid,2250,2500,2500,2750,2830,2830
Journal of Occupational Health,Wiley,OA,,677,677,677,677,677
Journal of Occupational and Organizational Psychology,Wiley,Hybrid,2083,2400,2500,3050,3140,3140
Journal of Oncology,Wiley,OA,,,,,2356,2356
Journal of Operations Management,Wiley,Hybrid,,2500,2500,2700,2780,2780
Journal of Ophthalmology,Wiley,OA,,,,,2356,2356
Journal of Optimization,Wiley,OA,,,,,970,970
Journal of Oral Pathology & Medicine,Wiley,Hybrid,2917,2917,2917,3500,3610,3610
Journal of Oral Rehabilitation,Wiley,Hybrid,3000,3000,3300,3950,4070,4070
Journal of Organizational Behavior,Wiley,Hybrid,2667,2667,2667,2667,3190,3190
Journal of Orthopaedic Research �,Wiley,Hybrid,2500,3000,3000,3100,3100,3100
Journal of Osteoporosis,Wiley,OA,,,,,854,854
Journal of Paediatrics and Child Health,Wiley,Hybrid,2750,2750,2750,3050,3140,3140
Journal of Parasitology Research,Wiley,OA,,,,,854,854
Journal of Parenteral and Enteral Nutrition,Wiley,Hybrid,2500,2500,2750,3150,3150,3150
Journal of Pathogens,Wiley,OA,,,,,854,854
Journal of Peptide Science,Wiley,Hybrid,2917,2917,2917,2950,3040,3040
Journal of Periodontal Research,Wiley,Hybrid,3100,3100,3100,3600,3710,3710
Journal of Periodontology,Wiley,Hybrid,2500,3000,3000,3650,3760,3760
Journal of Personality,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Journal of Petroleum Geology,Wiley,Hybrid,2100,2100,2300,2650,2730,2730
Journal of Pharmaceutical Health Services Research,Wiley,Hybrid,2100,2100,,,,2100
Journal of Pharmacy Practice and Research,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Pharmacy and Pharmacology,Wiley,Hybrid,2750,2750,,,,2750
Journal of Philanthropy and Marketing,Wiley,Hybrid,,,,2100,2170,2170
Journal of Philosophy of Education,Wiley,Hybrid,2100,2100,2300,2750,,2750
Journal of Phycology,Wiley,Hybrid,2500,2500,2750,3000,3090,3090
Journal of Physical Organic Chemistry,Wiley,Hybrid,2750,2750,2750,2950,3040,3040
Journal of Phytopathology,Wiley,Hybrid,2417,2417,2417,2900,2990,2990
Journal of Pineal Research,Wiley,Hybrid,3167,3167,3167,3650,3760,3760
Journal of Plant Nutrition and Soil Science,Wiley,Hybrid,2650,2650,2900,2950,3040,3040
Journal of Plant Registrations,Wiley,Hybrid,,,900,1050,1230,1230
Journal of Policy Analysis and Management,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Journal of Policy and Practice In Intellectual Disabilities,Wiley,Hybrid,2100,2100,2100,2300,2370,2370
Journal of Polymer Science,Wiley,Hybrid,,2650,2650,3200,3300,3300
Journal of Polymer Science Part A: Polymer Chemistry,Wiley,Hybrid,2650,,,,,2650
Journal of Polymer Science Part B: Polymer Physics,Wiley,Hybrid,2650,,,,,2650
Journal of Pregnancy,Wiley,OA,,,,,854,854
Journal of Probability and Statistics,Wiley,OA,,,,,970,970
Journal of Product Innovation Management,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Prosthodontics,Wiley,Hybrid,2083,2500,2500,3000,3090,3090
Journal of Psychiatric and Mental Health Nursing,Wiley,Hybrid,2750,2750,3000,3550,3660,3660
Journal of Public Affairs,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Public Economic Theory,Wiley,Hybrid,2083,2150,2150,2450,2520,2520
Journal of Public Health Dentistry,Wiley,Hybrid,2583,2583,2583,2650,2730,2730
Journal of Quaternary Science,Wiley,Hybrid,3000,3000,3100,3400,3500,3500
Journal of Raman Spectroscopy,Wiley,Hybrid,3500,3600,3600,4100,4230,4230
Journal of Religious Ethics,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Journal of Religious History,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Journal of Renal Care,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Journal of Renewable Energy,Wiley,OA,,,,,739,739
Journal of Research On Adolescence,Wiley,Hybrid,2600,2600,2600,2650,2730,2730
Journal of Research in Reading,Wiley,Hybrid,2500,2500,2500,2900,2980,2980
Journal of Research in Science Teaching,Wiley,Hybrid,2750,2750,2750,2900,2990,2990
Journal of Research in Special Educational Needs,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of Risk and Insurance,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of Robotics,Wiley,OA,,,,,854,854
Journal of School Health,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Journal of Sensors,Wiley,OA,,,,,2195,2195
Journal of Sensory Studies,Wiley,Hybrid,2500,2850,2950,3000,3090,3090
Journal of Separation Science,Wiley,Hybrid,2917,2917,2917,2950,3040,3040
Journal of Skin Cancer,Wiley,OA,,,,,854,854
Journal of Sleep Research,Wiley,Hybrid,2917,2917,2917,3200,3300,3300
Journal of Small Animal Practice,Wiley,Hybrid,2500,2850,2850,3450,3550,3550
Journal of Small Business Management,Wiley,Hybrid,2100,,,,,2100
Journal of Social Issues,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Journal of Social Philosophy,Wiley,Hybrid,2083,2083,2083,2450,2520,2520
Journal of Sociolinguistics,Wiley,Hybrid,2500,2600,2600,2900,2980,2980
Journal of Software: Evolution and Process,Wiley,Hybrid,2500,2750,2750,3300,3400,3400
Journal of Spectroscopy,Wiley,OA,,,,,1386,1386
Journal of Sports Medicine,Wiley,OA,,,,,739,739
Journal of Supply Chain Management,Wiley,Hybrid,2500,2500,2500,2700,2780,2780
Journal of Supreme Court History,Wiley,Hybrid,,2083,2083,2100,,2100
Journal of Surfactants and Detergents,Wiley,Hybrid,2500,2500,2500,2800,2800,2800
Journal of Surgical Oncology,Wiley,Hybrid,3500,3500,3500,3550,3660,3660
Journal of Sustainable Agriculture and Environment,Wiley,OA,,,,1800,1800,1800
Journal of Synchrotron Radiation,Wiley,Hybrid,2877,2877,3400,,,3400
Journal of Synchrotron Radiation,Wiley,OA,,,,2132,2350,2350
Journal of Systematics and Evolution,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Journal of Texture Studies,Wiley,Hybrid,2500,2500,2500,2900,2980,2980
Journal of The American Oil Chemists' Society,Wiley,Hybrid,2500,2500,2500,2800,2800,2800
Journal of Theoretical Social Psychology,Wiley,Hybrid,2083,2083,2083,,,2083
Journal of Theoretical Social Psychology,Wiley,OA,,,,,854,854
Journal of Thrombosis and Haemostasis,Wiley,Hybrid,3000,3000,3000,3000,,3000
Journal of Thyroid Research,Wiley,OA,,,,,854,854
Journal of Time Series Analysis,Wiley,Hybrid,2900,2900,2900,3200,3300,3300
Journal of Tissue Engineering and Regenerative Medicine,Wiley,OA,,,,,2125,2125
Journal of Tissue Engineering and Regenerative Medicine,Wiley,Hybrid,3500,3500,3500,3550,,3550
Journal of Topology,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Journal of Toxicology,Wiley,OA,,,,,854,854
Journal of Transplantation,Wiley,OA,,,,,854,854
Journal of Traumatic Stress,Wiley,Hybrid,2100,2100,2300,2300,2370,2370
Journal of Tropical Medicine,Wiley,OA,,,,,1386,1386
Journal of Ultrasound in Medicine,Wiley,Hybrid,2500,2850,2850,3000,3090,3090
Journal of Vegetation Science,Wiley,Hybrid,3167,3167,3167,3167,3260,3260
Journal of Veterinary Emergency and Critical Care,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Journal of Veterinary Internal Medicine,Wiley,OA,1335,1335,1800,1800,1800,1800
Journal of Veterinary Pharmacology and Therapeutics,Wiley,Hybrid,3350,3350,3350,3450,3550,3550
Journal of Vinyl & Additive Technology,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Journal of Viral Hepatitis,Wiley,Hybrid,3417,3417,3417,3500,3610,3610
Journal of World Aquaculture Society,Wiley,OA,,,1900,1900,1900,1900
Journal of Zoological Systematics and Evolutionary Research,Wiley,Hybrid,3000,3100,3100,,,3100
Journal of Zoological Systematics and Evolutionary Research,Wiley,OA,,,,,2010,2010
Journal of Zoology,Wiley,Hybrid,3000,3000,3000,3250,3350,3350
Journal of the American Ceramic Society,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Journal of the American College of Emergency Physicians Open,Wiley,OA,,1912,1912,1900,1900,1900
Journal of the American Heart Association,Wiley,OA,2206,2206,2450,3000,3000,3000
Journal of the American Water Resources Association,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Journal of the Association for Information Science and Technology,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Journal of the Chinese Chemical Society,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Journal of the European Academy of Dermatology and Venereology,Wiley,Hybrid,2500,3000,3300,4050,4170,4170
Journal of the Experimental Analysis of Behavior,Wiley,Hybrid,2100,2100,2100,2400,2480,2480
Journal of the History of the Behavioral Sciences,Wiley,Hybrid,2583,2583,2583,2650,2730,2730
Journal of the Institute of Brewing,Wiley,Hybrid,2100,2450,2600,2900,,2900
Journal of the International AIDS Society,Wiley,OA,2200,2200,2400,2400,2400,2400
Journal of the London Mathematical Society,Wiley,Hybrid,2500,2500,2500,3000,3090,3090
Journal of the Peripheral Nervous System,Wiley,Hybrid,3150,3150,3150,3300,3400,3400
Journal of the Royal Anthropological Institute,Wiley,Hybrid,2500,3000,3000,3350,3450,3450
Journal of the Royal Statistical Society: Series A (Statistics in Society),Wiley,Hybrid,2500,2500,2500,3000,,3000
Journal of the Royal Statistical Society: Series B (Statistical Methodology),Wiley,Hybrid,2500,2500,2500,3000,,3000
Journal of the Royal Statistical Society: Series C (Applied Statistics),Wiley,Hybrid,2500,2500,2500,3000,,3000
Journal of the Science of Food and Agriculture,Wiley,Hybrid,3510,3950,3950,3950,3950,3950
Journal of the Society for Information Display,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Journal of the World Aquaculture Society,Wiley,Hybrid,2083,2083,,,,2083
Juvenile and Family Court Journal,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Knowledge and Process Management,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Kyklos,Wiley,Hybrid,2333,2400,2400,2800,2880,2880
LABOUR,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
LUTS,Wiley,Hybrid,2083,2083,2300,2400,2480,2480
"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Land Degradation & Development,Wiley,Hybrid,3150,3750,3750,3850,3970,3970
Language & Linguistics Compass,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Language Learning,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Laryngoscope Investigative Otolaryngology,Wiley,OA,1565,1565,1565,1900,2090,2090
Laser & Photonics Reviews,Wiley,Hybrid,3150,3150,3500,3550,3660,3660
Lasers in Surgery and Medicine,Wiley,Hybrid,3333,3333,3400,3450,3560,3560
Latin American Policy,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Law & Policy,Wiley,Hybrid,2100,2450,2450,2500,2580,2580
Law & Society Review,Wiley,Hybrid,2100,2100,2100,2100,2170,2170
Leader to Leader,Wiley,Hybrid,,2170,2170,2200,2200,2200
Learned Publishing,Wiley,Hybrid,2257,2257,2257,2300,2370,2370
Learning Disabilities Research & Practice,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Learning Health Systems,Wiley,OA,1693,1693,2000,2000,2060,2060
Legal and Criminological Psychology,Wiley,Hybrid,2083,2500,2600,2750,2830,2830
Legislative Studies Quarterly,Wiley,Hybrid,2100,2100,2200,2600,2680,2680
Legume Science,Wiley,OA,,2285,2285,2400,2640,2640
Lethaia,Wiley,Hybrid,2750,2750,2750,,,2750
Letters In Applied Microbiology,Wiley,Hybrid,2850,2850,2850,2850,,2850
Lifestyle Medicine,Wiley,OA,,1953,2170,2150,2370,2370
Limnology and Oceanography,Wiley,Hybrid,2000,2000,2000,2400,2560,2560
Limnology and Oceanography Bulletin,Wiley,Hybrid,2000,2000,2000,2400,2560,2560
Limnology and Oceanography Letters,Wiley,OA,2006,2006,2006,2400,2560,2560
Limnology and Oceanography: Methods,Wiley,Hybrid,2000,2000,2000,2400,2560,2560
Lipids,Wiley,Hybrid,2500,2500,2500,2900,2900,2900
Literacy,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Literature Compass,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Liver Cancer International,Wiley,OA,,2520,2520,2500,2750,2750
Liver International,Wiley,Hybrid,3417,3417,3417,3850,3970,3970
Liver Transplantation,Wiley,Hybrid,1400,1700,1700,2000,,2000
London Business School Review,Wiley,Hybrid,2100,,,,,2100
Lubrication Science,Wiley,Hybrid,3000,3000,3000,3050,3140,3140
Luminescence: The Journal of Biological and Chemical Luminescence,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Macromolecular Bioscience,Wiley,Hybrid,3150,3150,3500,3550,3660,3660
Macromolecular Chemistry and Physics,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Macromolecular Materials and Engineering,Wiley,Hybrid,3150,3150,3150,3250,,3250
Macromolecular Materials and Engineering,Wiley,OA,,,,,2550,2550
Macromolecular Rapid Communications,Wiley,Hybrid,3150,3150,3250,3350,3450,3450
Macromolecular Reaction Engineering,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Macromolecular Symposia,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Macromolecular Theory and Simulations,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Magnetic Resonance in Chemistry,Wiley,Hybrid,3250,3250,3250,3500,3500,3500
Magnetic Resonance in Medicine,Wiley,Hybrid,3000,3000,3000,3000,3000,3000
Mammal Review,Wiley,Hybrid,2100,2500,2500,3000,3090,3090
Managerial and Decision Economics,Wiley,Hybrid,2083,2083,2083,2300,2370,2370
Marine Ecology,Wiley,Hybrid,2583,2583,2583,2800,2880,2880
Marine Mammal Science,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Marine and Coastal Fisheries,Wiley,OA,1652,1652,1800,1900,2090,2090
Mass Spectrometry Reviews,Wiley,Hybrid,3333,3333,3333,3850,3970,3970
Material Design & Processing Communications,Wiley,Hybrid,2295,2295,2295,,,2295
Material Design & Processing Communications,Wiley,OA,,,,,716,716
Materials and Corrosion,Wiley,Hybrid,3083,3083,3083,3100,3190,3190
