Journal,Publisher,Business model,APC (€)
Molecular Plant,Elsevier,Hybrid,2680
Molecular Plant Pathology,Wiley,OA,2650
Molecular Psychiatry,Springer Nature,Hybrid,3890
Molecular Reproduction & Development,Wiley,Hybrid,3350
Molecular Systems Biology,Wiley,OA,4800
Molecular Therapy,Elsevier,Hybrid,3490
Molecular Therapy - Methods & Clinical Development,Elsevier,OA,3490
Molecular Therapy - Nucleic Acids,Elsevier,OA,3490
Molecular Therapy - Oncolytics,Elsevier,OA,3490
Molecular and Biochemical Parasitology,Elsevier,Hybrid,2750
Molecular and Cellular Biochemistry,Springer Nature,Hybrid,2790
Molecular and Cellular Endocrinology,Elsevier,Hybrid,2740
Molecular and Cellular Neuroscience,Elsevier,Hybrid,3260
Molecular and Cellular Pediatrics,Springer Nature,OA,1790
Molecular and Cellular Probes,Elsevier,OA,2010
Molecular and Cellular Probes,Elsevier,Hybrid,2540
Molecules,MDPI,OA,2366
Monash Bioethics Review,Springer Nature,Hybrid,2290
Monatshefte f�r Chemie - Chemical Monthly,Springer Nature,Hybrid,2690
Monatshefte f�r Mathematik,Springer Nature,Hybrid,2290
Monatsschrift Kinderheilkunde,Springer Nature,Hybrid,2590
Monographs of the Society for Research in Child Development,Wiley,Hybrid,2420
Morphologie,Elsevier,Hybrid,2850
Morphology,Springer Nature,Hybrid,2190
Motivation and Emotion,Springer Nature,Hybrid,2390
Motricit� C�r�brale,Elsevier,Hybrid,1830
Motricit� c�r�brale,Elsevier,Hybrid,3000
Movement Disorders,Wiley,Hybrid,3400
Movement Disorders Clinical Practice(Electronic),Wiley,Hybrid,2580
Movement Ecology,Springer Nature,OA,2190
Mucosal Immunology,Springer Nature,Hybrid,3690
Mucosal Immunology,Elsevier,OA,3470
Multibody System Dynamics,Springer Nature,Hybrid,2890
Multidimensional Systems and Signal Processing,Springer Nature,Hybrid,2290
Multidisciplinary Respiratory Medicine,Springer Nature,OA,1745
Multimedia Systems,Springer Nature,Hybrid,2490
Multimedia Tools and Applications,Springer Nature,Hybrid,2290
Multimodal Technologies and Interaction,MDPI,OA,1646
Multimodal Transportation,Elsevier,OA,1370
Multiple Sclerosis International,Wiley,OA,854
Multiple Sclerosis and Demyelinating Disorders,Springer Nature,OA,1690
Multiple Sclerosis and Related Disorders,Elsevier,Hybrid,2580
Multiscale Science and Engineering,Springer Nature,Hybrid,2290
"Multiscale and Multidisciplinary Modeling, Experiments and Design",Springer Nature,Hybrid,2490
Muscle & Nerve,Wiley,Hybrid,3760
Muscles,MDPI,OA,1028
Musculoskeletal Care,Wiley,Hybrid,2420
Musculoskeletal Science and Practice,Elsevier,"",3100
Musculoskeletal Science and Practice,Elsevier,Hybrid,2890
Museum Anthropology,Wiley,Hybrid,2580
Music Analysis,Wiley,Hybrid,2220
Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,Elsevier,Hybrid,2730
Mutation Research - Genetic Toxicology and Environmental Mutagenesis,Elsevier,Hybrid,3040
Mutation Research - Reviews in Mutation Research,Elsevier,Hybrid,3630
Mycological Progress,Springer Nature,Hybrid,2690
Mycopathologia,Springer Nature,Hybrid,2890
Mycorrhiza,Springer Nature,Hybrid,2690
Mycoscience,Elsevier,Hybrid,2630
Mycoses,Wiley,Hybrid,3560
Mycotoxin Research,Springer Nature,Hybrid,2790
M�decine & Droit,Elsevier,Hybrid,1800
M�decine Nucl�aire,Elsevier,Hybrid,1530
M�decine Palliative,Elsevier,Hybrid,2090
M�decine Palliative Soins de Support - Accompagnement - Ethique,Elsevier,Hybrid,3000
M�decine de Catastrophe - Urgences Collectives,Elsevier,OA,1310
M�decine de Catastrophe - Urgences Collectives,Elsevier,Hybrid,1370
M�decine des Maladies M�taboliques,Elsevier,Hybrid,2020
M�decine du Sommeil,Elsevier,Hybrid,1940
M�decine et Droit,Elsevier,Hybrid,3000
M�decine et Maladies Infectieuses,Elsevier,Hybrid,1500
M�tiers de la petite enfance,Elsevier,Hybrid,2630
NDT,MDPI,OA,1028
NDT & E International,Elsevier,Hybrid,4140
NETNOMICS: Economic Research and Electronic Networking,Springer Nature,Hybrid,2190
NFS Journal,Elsevier,OA,1370
NJAS - Wageningen Journal of Life Sciences,Elsevier,Hybrid,2192
NMR in Biomedicine,Wiley,Hybrid,4270
NPG Asia Materials,Springer Nature,OA,3690
NPG Neurologie - Psychiatrie - G�riatrie,Elsevier,Hybrid,1740
"NTM Zeitschrift f�r Geschichte der Wissenschaften, Technik und Medizin",Springer Nature,Hybrid,2590
NachhaltigkeitsManagementForum | Sustainability Management Forum,Springer Nature,Hybrid,2240
Nano Communication Networks,Elsevier,Hybrid,1920
Nano Energy,Elsevier,Hybrid,4200
Nano Research,Springer Nature,Hybrid,3890
Nano Select,Wiley,OA,2200
Nano Today,Elsevier,Hybrid,4280
Nano Trends,Elsevier,OA,1820
Nano-Structures & Nano-Objects,Elsevier,Hybrid,2820
NanoEthics,Springer Nature,OA,2290
NanoEthics,Springer Nature,Hybrid,2290
NanoImpact,Elsevier,Hybrid,2670
Nanoenergy Advances,MDPI,OA,1028
Nanomanufacturing,MDPI,OA,1028
Nanomanufacturing and Metrology,Springer Nature,Hybrid,2290
Nanomanufacturing and Metrology,Springer Nature,OA,1790
Nanomaterials,MDPI,OA,2675
"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier,Hybrid,2860
Nanoscale Research Letters,Springer Nature,OA,1490
Nanoselect,Wiley,OA,2000
Nanotechnology for Environmental Engineering,Springer Nature,Hybrid,2790
National Academy Science Letters,Springer Nature,Hybrid,2390
Nations and Nationalism,Wiley,Hybrid,2830
Natur und Recht,Springer Nature,Hybrid,2490
Natural Computing,Springer Nature,Hybrid,2290
Natural Hazards,Springer Nature,Hybrid,2690
Natural Language & Linguistic Theory,Springer Nature,Hybrid,2290
Natural Language Processing Journal,Elsevier,OA,1550
Natural Language Semantics,Springer Nature,Hybrid,2290
Natural Resource Modeling,Wiley,OA,1760
Natural Resource Modeling,Wiley,Hybrid,2400
Natural Resources Forum,Wiley,Hybrid,2220
Natural Resources Research,Springer Nature,Hybrid,2790
Natural Sciences Education,Wiley,Hybrid,1040
Nature,Springer Nature,Hybrid,9750
Nature Aging,Springer Nature,Hybrid,9750
Nature Astronomy,Springer Nature,Hybrid,9750
Nature Biomedical Engineering,Springer Nature,Hybrid,9750
Nature Biotechnology,Springer Nature,Hybrid,9750
Nature Cancer,Springer Nature,Hybrid,9750
Nature Cardiovascular Research,Springer Nature,Hybrid,9750
Nature Catalysis,Springer Nature,Hybrid,9750
Nature Cell Biology,Springer Nature,Hybrid,9750
Nature Chemical Biology,Springer Nature,Hybrid,9750
Nature Chemistry,Springer Nature,Hybrid,9750
Nature Climate Change,Springer Nature,Hybrid,9750
Nature Communications,Springer Nature,OA,5190
Nature Computational Science,Springer Nature,Hybrid,9750
Nature Ecology & Evolution,Springer Nature,Hybrid,9750
Nature Electronics,Springer Nature,Hybrid,9750
Nature Energy,Springer Nature,Hybrid,9750
Nature Food,Springer Nature,Hybrid,9750
Nature Genetics,Springer Nature,Hybrid,9750
Nature Geoscience,Springer Nature,Hybrid,9750
Nature Human Behaviour,Springer Nature,Hybrid,9750
Nature Immunology,Springer Nature,Hybrid,9750
Nature Machine Intelligence,Springer Nature,Hybrid,9750
Nature Materials,Springer Nature,Hybrid,9750
Nature Medicine,Springer Nature,Hybrid,9750
Nature Mental Health,Springer Nature,Hybrid,9750
Nature Metabolism,Springer Nature,Hybrid,9750
Nature Methods,Springer Nature,Hybrid,9750
Nature Microbiology,Springer Nature,Hybrid,9750
Nature Nanotechnology,Springer Nature,Hybrid,9750
Nature Neuroscience,Springer Nature,Hybrid,9750
Nature Photonics,Springer Nature,Hybrid,9750
Nature Physics,Springer Nature,Hybrid,9750
Nature Plants,Springer Nature,Hybrid,9750
Nature Structural & Molecular Biology,Springer Nature,Hybrid,9750
Nature Sustainability,Springer Nature,Hybrid,9750
Nature Synthesis,Springer Nature,Hybrid,9750
Nature Water,Springer Nature,Hybrid,9750
Nature-Based Solutions,Elsevier,OA,1640
Naunyn-Schmiedeberg's Archives of Pharmacology,Springer Nature,Hybrid,3390
Naval Research Logistics,Wiley,Hybrid,2780
Navigation,Wiley,Hybrid,2700
Near Surface Geophysics,Wiley,Hybrid,2580
Negotiation Journal,Wiley,Hybrid,2220
Negotiation and Conflict Management Research,Wiley,Hybrid,2100
Neohelicon,Springer Nature,Hybrid,2390
Neophilologus,Springer Nature,Hybrid,2190
Neoplasia,Elsevier,OA,2890
Neotropical Entomology,Springer Nature,Hybrid,2390
Nephrologie & Therapeutique,Elsevier,Hybrid,1620
Nephrology,Wiley,Hybrid,3140
Netherlands International Law Review,Springer Nature,Hybrid,2390
Network,MDPI,OA,1028
Network Modeling Analysis in Health Informatics and Bioinformatics,Springer Nature,Hybrid,2390
Networks,Wiley,Hybrid,2830
Networks and Spatial Economics,Springer Nature,Hybrid,2290
Neue Politische Literatur,Springer Nature,Hybrid,2590
Neural Computing and Applications,Springer Nature,Hybrid,2390
Neural Development,Springer Nature,OA,2190
Neural Networks,Elsevier,Hybrid,3060
Neural Plasticity,Wiley,OA,2195
Neural Processing Letters,Springer Nature,Hybrid,2390
NeuroCommons,Springer Nature,OA,1385
NeuroImage,Elsevier,Hybrid,2901
NeuroImage,Elsevier,OA,3150
NeuroImage: Clinical,Elsevier,OA,3100
NeuroImage: Reports,Elsevier,OA,1640
NeuroMolecular Medicine,Springer Nature,Hybrid,3490
NeuroSci,MDPI,OA,1028
NeuroToxicology,Elsevier,Hybrid,3470
Neurobiology of Aging,Elsevier,Hybrid,2920
Neurobiology of Aging Science,Elsevier,OA,1753
Neurobiology of Disease,Elsevier,OA,2740
Neurobiology of Disease,Elsevier,Hybrid,2812
Neurobiology of Learning and Memory,Elsevier,Hybrid,3240
Neurobiology of Pain,Elsevier,OA,1770
Neurobiology of Sleep and Circadian Rhythms,Elsevier,OA,2140
Neurobiology of Stress,Elsevier,OA,3090
Neurochemical Research,Springer Nature,Hybrid,3390
Neurochemistry International,Elsevier,Hybrid,3230
Neurochirurgie,Elsevier,Hybrid,3160
Neurocirug�a,Elsevier,Hybrid,2580
Neurocirug�a,Elsevier,"",2190
Neurocomputing,Elsevier,Hybrid,2250
Neurocritical Care,Springer Nature,Hybrid,3190
Neuroethics,Springer Nature,Hybrid,2290
Neurogastroenterology & Motility,Wiley,Hybrid,3870
Neuroglia,MDPI,OA,1028
Neuroimaging Clinics of North America,Elsevier,Hybrid,2630
Neuroimmunology Reports,Elsevier,OA,1820
Neuroinformatics,Springer Nature,Hybrid,3190
Neurologic Clinics,Elsevier,Hybrid,3200
Neurological Sciences,Springer Nature,Hybrid,2890
Neurology International,MDPI,OA,1646
Neurology Perspectives,Elsevier,OA,1300
Neurology Research International,Wiley,OA,854
Neurology and Clinical Neuroscience,Wiley,Hybrid,2270
Neurology and Therapy,Springer Nature,OA,5500
"Neurology, Psychiatry and Brain Research",Elsevier,Hybrid,1490
Neurolog�a,Elsevier,OA,1830
Neurolog�a Argentina,Elsevier,Hybrid,2630
Neuromodulation,Wiley,Hybrid,3400
Neuromodulation: Technology at the Neural Interface,Elsevier,Hybrid,3190
Neuromuscular Disorders,Elsevier,Hybrid,3300
Neuron,Elsevier,Hybrid,8120
Neuropathology,Wiley,Hybrid,2730
Neuropathology and Applied Neurobiology,Wiley,Hybrid,3400
Neuropeptides,Elsevier,Hybrid,2900
Neuropharmacology,Elsevier,Hybrid,3690
Neurophysiologie Clinique,Elsevier,Hybrid,2000
Neurophysiologie clinique,Elsevier,Hybrid,2520
Neurophysiologie-Labor,Elsevier,Hybrid,1490
Neuroprotection,Wiley,OA,2534
Neuropsychiatrie de l'Enfance et de l'Adolescence,Elsevier,Hybrid,2140
Neuropsychiatrie de l'enfance et de l'adolescence,Elsevier,Hybrid,1500
Neuropsychologia,Elsevier,Hybrid,2890
Neuropsychology Review,Springer Nature,Hybrid,2790
Neuropsychopharmacology,Springer Nature,Hybrid,3690
Neuropsychopharmacology Reports,Wiley,OA,2093
Neuroradiology,Springer Nature,Hybrid,3390
Neuroscience,Elsevier,Hybrid,2740
Neuroscience & Biobehavioral Reviews,Elsevier,Hybrid,4300
Neuroscience Applied,Elsevier,OA,1820
Neuroscience Bulletin,Springer Nature,Hybrid,3190
Neuroscience Informatics,Elsevier,OA,1370
Neuroscience Letters,Elsevier,Hybrid,2680
Neuroscience Next,Wiley,OA,4250
Neuroscience Research,Elsevier,Hybrid,2730
Neuroscience and Behavioral Physiology,Springer Nature,Hybrid,2790
Neuroscience and Biobehavioral Reviews,Elsevier,Hybrid,3419
Neurosurgery Clinics of North America,Elsevier,Hybrid,2630
Neurosurgical Review,Springer Nature,Hybrid,3190
Neurotherapeutics,Springer Nature,Hybrid,3890
Neurotoxicity Research,Springer Nature,Hybrid,3390
Neurotoxicology,Elsevier,Hybrid,2560
Neurotoxicology and Teratology,Elsevier,Hybrid,3270
Neurourology and Urodynamics,Wiley,Hybrid,3760
Neurovascular Imaging,Springer Nature,OA,1570
New Astronomy,Elsevier,Hybrid,2180
New Astronomy Reviews,Elsevier,Hybrid,2670
New BIOTECHNOLOGY,Elsevier,Hybrid,2805
New Biotechnology,Elsevier,OA,2510
New Biotechnology,Elsevier,Hybrid,3060
New Blackfriars,Wiley,Hybrid,2220
New Carbon Materials,Elsevier,Hybrid,2630
New Directions for Adult and Continuing Education,Wiley,Hybrid,2630
New Directions for Child and Adolescent Development,Wiley,Hybrid,2800
New Directions for Child and Adolescent Development,Wiley,OA,1340
New Directions for Community Colleges,Wiley,Hybrid,2630
New Directions for Evaluation,Wiley,Hybrid,2630
New Directions for Higher Education,Wiley,Hybrid,2630
New Directions for Institutional Research,Wiley,Hybrid,2500
New Directions for Student Leadership,Wiley,Hybrid,2630
New Directions for Student Services,Wiley,Hybrid,2630
New Directions for Teaching and Learning,Wiley,Hybrid,2630
New Forests,Springer Nature,Hybrid,2690
New Generation Computing,Springer Nature,Hybrid,2490
New Ideas in Psychology,Elsevier,Hybrid,2990
New Microbes and New Infections,Elsevier,OA,2000
New Phytologist,Wiley,Hybrid,4620
New Techno-Humanities,Elsevier,OA,1280
"New Technology, Work and Employment",Wiley,Hybrid,2990
New Zealand Geographer,Wiley,Hybrid,2170
New Zealand Journal of Educational Studies,Springer Nature,Hybrid,2290
Next Energy,Elsevier,OA,1140
Next Materials,Elsevier,OA,1140
Next Nanotechnology,Elsevier,OA,1140
Next Sustainability,Elsevier,OA,1140
Nexus Network Journal,Springer Nature,Hybrid,2390
Nitric Oxide,Elsevier,Hybrid,2840
Nitrogen,MDPI,OA,1028
Non-Coding RNA,MDPI,OA,1646
Nonlinear Analysis,Elsevier,Hybrid,2280
Nonlinear Analysis: Hybrid Systems,Elsevier,Hybrid,3160
Nonlinear Analysis: Real World Applications,Elsevier,Hybrid,3470
Nonlinear Differential Equations and Applications NoDEA,Springer Nature,Hybrid,2290
Nonlinear Dynamics,Springer Nature,Hybrid,3390
Nonprofit Management and Leadership,Wiley,Hybrid,2630
Nordic Journal of Botany,Wiley,Hybrid,2060
North American Journal of Aquaculture,Wiley,Hybrid,2780
North American Journal of Economics and Finance,Elsevier,Hybrid,2320
North American Journal of Fisheries Management,Wiley,Hybrid,3240
North American Spine Society Journal (NASSJ),Elsevier,OA,1920
Notfall + Rettungsmedizin,Springer Nature,Hybrid,2590
No�s,Wiley,Hybrid,2220
Nuclear Data Sheets,Elsevier,Hybrid,3560
Nuclear Engineering and Design,Elsevier,Hybrid,2560
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Elsevier,Hybrid,2450
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Elsevier,Hybrid,2560
Nuclear Materials and Energy,Elsevier,OA,1370
Nuclear Medicine and Biology,Elsevier,Hybrid,2980
Nuclear Medicine and Molecular Imaging,Springer Nature,Hybrid,2790
Nuclear Physics A,Elsevier,Hybrid,2020
Nuclear Science and Techniques,Springer Nature,Hybrid,2390
Nuclear and Particle Physics Proceedings,Elsevier,Hybrid,1910
Numerical Algorithms,Springer Nature,Hybrid,2390
Numerical Linear Algebra With Applications,Wiley,Hybrid,3660
Numerical Methods for Partial Differential Equations,Wiley,Hybrid,2830
Numerische Mathematik,Springer Nature,Hybrid,2390
Nurse Education Today,Elsevier,Hybrid,3730
Nurse Education in Practice,Elsevier,Hybrid,3170
Nurse Leader,Elsevier,Hybrid,2370
Nursing & Health Sciences,Wiley,Hybrid,3350
Nursing Clinics of North America,Elsevier,Hybrid,2630
Nursing Forum,Wiley,Hybrid,2100
Nursing Forum,Wiley,OA,716
Nursing In Critical Care,Wiley,Hybrid,2580
Nursing Inquiry,Wiley,Hybrid,3610
Nursing Open,Wiley,OA,2310
Nursing Outlook,Elsevier,Hybrid,3680
Nursing Philosophy,Wiley,Hybrid,2980
Nursing Reports,MDPI,OA,1440
Nursing Research and Practice,Wiley,OA,854
Nursing for Women's Health,Elsevier,Hybrid,2740
Nutraceuticals,MDPI,OA,1028
Nutrient Cycling in Agroecosystems,Springer Nature,Hybrid,2690
Nutrients,MDPI,OA,2675
Nutrire,Springer Nature,Hybrid,2690
Nutrition,Elsevier,Hybrid,3320
Nutrition & Diabetes,Springer Nature,OA,2790
Nutrition & Dietetics,Wiley,Hybrid,2320
Nutrition & Metabolism,Springer Nature,OA,2590
Nutrition Bulletin,Wiley,Hybrid,2580
Nutrition Clinique et M�tabolisme,Elsevier,Hybrid,1320
Nutrition Journal,Springer Nature,OA,2390
Nutrition Research,Elsevier,Hybrid,3200
Nutrition clinique et m�tabolisme,Elsevier,Hybrid,1000
Nutrition in Clinical Practice,Wiley,Hybrid,2650
"Nutrition, Metabolism and Cardiovascular Diseases",Elsevier,Hybrid,2740
Nutrition: X,Elsevier,OA,2192
OPEC Energy Review,Wiley,Hybrid,2170
OPSEARCH,Springer Nature,Hybrid,2390
OR Spectrum,Springer Nature,Hybrid,2390
OTO Open,Wiley,OA,1250
Obere Extremit�t,Springer Nature,Hybrid,2590
Obesities,MDPI,OA,1028
Obesity,Wiley,Hybrid,4020
Obesity Medicine,Elsevier,Hybrid,1910
Obesity Pillars,Elsevier,OA,1820
Obesity Research & Clinical Practice,Elsevier,Hybrid,2330
Obesity Reviews,Wiley,Hybrid,4170
Obesity Science & Practice,Wiley,OA,2420
Obesity Surgery,Springer Nature,Hybrid,3190
Obstetrics and Gynecology Clinics of North America,Elsevier,Hybrid,2630
Obstetrics and Gynecology International,Wiley,OA,854
"Obstetrics, Gynaecology & Reproductive Medicine",Elsevier,Hybrid,2440
Occupational Health Science,Springer Nature,Hybrid,2490
Occupational Therapy International,Wiley,Hybrid,2083
Occupational Therapy International,Wiley,OA,1386
Ocean & Coastal Management,Elsevier,Hybrid,3320
Ocean Dynamics,Springer Nature,Hybrid,2690
Ocean Engineering,Elsevier,Hybrid,3680
Ocean Modelling,Elsevier,Hybrid,2780
Ocean Science Journal,Springer Nature,Hybrid,2290
Oceania,Wiley,Hybrid,2170
Oceans,MDPI,OA,1028
Odontology,Springer Nature,Hybrid,3290
Oecologia,Springer Nature,Hybrid,2690
Oikos,Wiley,Hybrid,2480
Omega,Elsevier,Hybrid,3310
Onco,MDPI,OA,1028
Oncogene,Springer Nature,Hybrid,4390
Oncogenesis,Springer Nature,OA,3190
Oncology and Therapy,Springer Nature,OA,4500
One Earth,Elsevier,OA,7600
One Earth,Elsevier,Hybrid,7960
One Health,Elsevier,OA,2110
One Health Outlook,Springer Nature,OA,1240
Online Social Networks and Media,Elsevier,Hybrid,1890
Open Ceramics,Elsevier,OA,1820
Open Economies Review,Springer Nature,Hybrid,2090
"Open Geospatial Data, Software and Standards",Springer Nature,OA,790
Open Respiratory Archives,Elsevier,OA,1875
OpenNano,Elsevier,OA,1970
Operational Research,Springer Nature,Hybrid,2390
Operations Management Research,Springer Nature,Hybrid,2690
Operations Research Letters,Elsevier,Hybrid,2520
Operations Research Perspectives,Elsevier,OA,1640
Operations Research for Health Care,Elsevier,Hybrid,2730
Operative Orthop�die und Traumatologie,Springer Nature,Hybrid,2590
Operative Techniques in Orthopaedics,Elsevier,Hybrid,1920
Operative Techniques in Otolaryngology - Head and Neck Surgery,Elsevier,Hybrid,2260
Operative Techniques in Sports Medicine,Elsevier,Hybrid,1920
Operative Techniques in Thoracic and Cardiovascular Surgery,Elsevier,Hybrid,2500
Ophthalmic and Physiological Optics,Wiley,Hybrid,3190
Ophthalmology,Elsevier,Hybrid,3800
Ophthalmology Glaucoma,Elsevier,Hybrid,3010
Ophthalmology Retina,Elsevier,Hybrid,3010
Ophthalmology Science,Elsevier,OA,2280
Ophthalmology and Therapy,Springer Nature,OA,5500
Optical Fiber Technology,Elsevier,Hybrid,1970
Optical Materials,Elsevier,Hybrid,2010
Optical Materials: X,Elsevier,OA,1480
Optical Review,Springer Nature,Hybrid,2390
Optical Switching and Networking,Elsevier,Hybrid,2080
Optical and Quantum Electronics,Springer Nature,Hybrid,2290
Optics,MDPI,OA,1234
Optics & Laser Technology,Elsevier,Hybrid,2480
Optics Communications,Elsevier,Hybrid,2120
Optics and Lasers in Engineering,Elsevier,Hybrid,3170
Optik,Elsevier,Hybrid,2250
Optimal Control Applications and Methods,Wiley,Hybrid,3350
Optimization Letters,Springer Nature,Hybrid,2290
Optimization and Engineering,Springer Nature,Hybrid,2390
Optoelectronics Letters,Springer Nature,Hybrid,2290
Oral,MDPI,OA,1028
Oral Cancer,Springer Nature,Hybrid,2480
Oral Diseases,Wiley,Hybrid,4070
Oral Oncology,Elsevier,Hybrid,4110
Oral Oncology Reports,Elsevier,OA,1920
Oral Radiology,Springer Nature,Hybrid,2790
Oral Science International,Wiley,Hybrid,2630
Oral Surgery,Wiley,Hybrid,2420
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Elsevier,Hybrid,3250
Oral and Maxillofacial Surgery,Springer Nature,Hybrid,2690
Oral and Maxillofacial Surgery Cases,Elsevier,OA,620
Oral and Maxillofacial Surgery Clinics of North America,Elsevier,Hybrid,2630
Oralprophylaxe & Kinderzahnheilkunde,Springer Nature,Hybrid,2490
Orbis,Elsevier,Hybrid,1760
Orbis Litterarum,Wiley,Hybrid,2170
Order,Springer Nature,Hybrid,2290
Ore Geology Reviews,Elsevier,Hybrid,2730
Ore Geology Reviews,Elsevier,OA,2100
Ore and Energy Resource Geology,Elsevier,"",1780
Ore and Energy Resource Geology,Elsevier,Hybrid,1500
Ore and Energy Resource Geology,Elsevier,OA,1402
Organic Agriculture,Springer Nature,Hybrid,2390
Organic Electronics,Elsevier,Hybrid,2820
Organic Geochemistry,Elsevier,Hybrid,2780
Organics,MDPI,OA,1028
"Organisationsberatung, Supervision, Coaching",Springer Nature,Hybrid,2590
Organisms Diversity & Evolution,Springer Nature,Hybrid,2590
Organizational Behavior and Human Decision Processes,Elsevier,Hybrid,2440
Organizational Design and Enterprise Engineering,Springer Nature,Hybrid,2040
Organizational Dynamics,Elsevier,Hybrid,2690
Organoids,MDPI,OA,1028
Organs-on-a-Chip,Elsevier,OA,1730
Oriental Pharmacy and Experimental Medicine,Springer Nature,Hybrid,2480
Origins of Life and Evolution of Biospheres,Springer Nature,Hybrid,2590
Ornithology Research,Springer Nature,Hybrid,2290
Orphanet Journal of Rare Diseases,Springer Nature,OA,2290
Orthodontic Waves,Elsevier,Hybrid,2630
Orthodontics & Craniofacial Research,Wiley,Hybrid,3040
Orthopaedic Surgery,Wiley,OA,2100
Orthopaedics & Traumatology: Surgery & Research,Elsevier,Hybrid,3000
Orthopaedics and Trauma,Elsevier,Hybrid,2150
Orthopedic Clinics of North America,Elsevier,Hybrid,3460
Orthoplastic Surgery,Elsevier,OA,1550
Osteoarthritis Imaging,Elsevier,OA,1280
Osteoarthritis and Cartilage,Elsevier,Hybrid,2360
Osteoarthritis and Cartilage Open,Elsevier,OA,1280
Osteology,MDPI,OA,1028
Osteopathische Medizin,Elsevier,Hybrid,2230
Osteoporosis International,Springer Nature,Hybrid,3490
Otolaryngologic Clinics of North America,Elsevier,Hybrid,2840
Otolaryngology Case Reports,Elsevier,OA,840
Otolaryngology�Head and Neck Surgery,Wiley,Hybrid,3100
Oxford Bulletin of Economics and Statistics,Wiley,Hybrid,2980
Oxford Journal of Archaeology,Wiley,Hybrid,2170
Oxidation of Metals,Springer Nature,Hybrid,2790
Oxidative Medicine and Cellular Longevity,Wiley,OA,2356
Oxygen,MDPI,OA,1028
Oxymag,Elsevier,Hybrid,2630
PEC Innovation,Elsevier,OA,1370
PET Clinics,Elsevier,Hybrid,2980
"PFG � Journal of Photogrammetry, Remote Sensing and Geoinformation Science",Springer Nature,Hybrid,2490
PLOS Biology,PLOS,OA,5083
PLOS Climate,PLOS,OA,1940
PLOS Computational Biology,PLOS,OA,2453
PLOS Digital Health,PLOS,OA,2379
PLOS Genetics,PLOS,OA,2453
PLOS Global Public Health,PLOS,OA,1940
PLOS Medicine,PLOS,OA,5822
PLOS Neglected Tropical Diseases,PLOS,OA,2305
PLOS One,PLOS,OA,1668
PLOS Pathogens,PLOS,OA,2453
PLOS Sustainability and Transformation,PLOS,OA,2772
PLOS Water,PLOS,OA,1940
PM&R,Wiley,Hybrid,2630
PM&R,Elsevier,Hybrid,2630
PPAR Research,Wiley,OA,1386
PROSPECTS,Springer Nature,Hybrid,2290
PROTEOMICS,Wiley,Hybrid,3150
PROTEOMICS - Clinical Applications,Wiley,Hybrid,3350
Pacific Economic Review,Wiley,Hybrid,2170
Pacific Focus,Wiley,Hybrid,2100
Pacific Philosophical Quarterly,Wiley,Hybrid,2170
Pacific-Basin Finance Journal,Elsevier,Hybrid,2260
Pacing and Clinical Electrophysiology,Wiley,Hybrid,3300
Packaging Technology and Science,Wiley,Hybrid,3140
Paddy and Water Environment,Springer Nature,Hybrid,2690
Paediatric Respiratory Reviews,Elsevier,Hybrid,3690
Paediatric and Neonatal Pain,Wiley,OA,2590
Paediatric and Perinatal Epidemiology,Wiley,Hybrid,3660
Paediatrics and Child Health,Elsevier,Hybrid,2280
Pain Management Nursing,Elsevier,Hybrid,3060
Pain Practice,Wiley,Hybrid,3450
Pain Research and Management,Wiley,OA,2195
Pain and Therapy,Springer Nature,OA,5500
PalZ,Springer Nature,Hybrid,2290
Palaeobiodiversity and Palaeoenvironments,Springer Nature,Hybrid,2290
"Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier,Hybrid,2810
Palaeontology,Wiley,Hybrid,3760
Palaeoworld,Elsevier,Hybrid,2740
Paleoceanography and Paleoclimatology,Wiley,Hybrid,3170
Palgrave Communications,Springer Nature,OA,990
Pancreatology,Elsevier,Hybrid,3010
Papers In Regional Science,Wiley,Hybrid,3040
Papers in Palaeontology,Wiley,Hybrid,3660
Papillomavirus Research,Elsevier,OA,789
Parallel Computing,Elsevier,Hybrid,2440
Parasite Epidemiology and Control,Elsevier,OA,1640
Parasite Immunology,Wiley,Hybrid,3350
Parasites & Vectors,Springer Nature,OA,2390
Parasitologia,MDPI,OA,1028
Parasitology International,Elsevier,Hybrid,2650
Parasitology Research,Springer Nature,Hybrid,3390
Parkinson's Disease,Wiley,OA,1848
Parkinsonism & Related Disorders,Elsevier,Hybrid,3180
Parliamentary History,Wiley,Hybrid,2220
Partial Differential Equations in Applied Mathematics,Elsevier,OA,910
Particle & Particle Systems Characterization,Wiley,Hybrid,3350
Particle and Fibre Toxicology,Springer Nature,OA,2990
Particles,MDPI,OA,1440
Particuology,Elsevier,Hybrid,2820
Pastoral Psychology,Springer Nature,Hybrid,2290
Pastoralism,Springer Nature,OA,1590
Pathogens,MDPI,OA,2263
Pathology,Elsevier,Hybrid,2740
Pathology & Oncology Research,Springer Nature,Hybrid,3060
