Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Ore and Energy Resource Geology,Elsevier,"",,,1780,,,1780
Organic Electronics,Elsevier,Hybrid,2589,2542,2330,2390,2820,2820
Organic Geochemistry,Elsevier,Hybrid,2232,2192,2190,2590,2780,2780
Organizational Behavior and Human Decision Processes,Elsevier,Hybrid,1785,1753,2080,2080,2440,2440
Organizational Dynamics,Elsevier,Hybrid,1607,1806,2500,2580,2690,2690
Organs-on-a-Chip,Elsevier,OA,,832,1680,1680,1730,1730
Orthodontic Waves,Elsevier,Hybrid,2678,2630,,,,2630
Orthopaedics & Traumatology: Surgery & Research,Elsevier,Hybrid,2321,2610,2760,3000,3000,3000
Orthopaedics and Trauma,Elsevier,Hybrid,2678,2235,2150,,,2150
Orthopedic Clinics of North America,Elsevier,Hybrid,2678,2630,3460,,,3460
Orthoplastic Surgery,Elsevier,OA,,,1490,1490,1550,1550
Osteoarthritis Imaging,Elsevier,OA,,,,1230,1280,1280
Osteoarthritis and Cartilage,Elsevier,Hybrid,2310,2269,2270,2270,2360,2360
Osteoarthritis and Cartilage Open,Elsevier,OA,1250,1227,1230,1230,1280,1280
Osteopathische Medizin,Elsevier,Hybrid,1517,1490,2080,,2230,2230
Otolaryngologic Clinics of North America,Elsevier,Hybrid,2678,2630,2840,,,2840
Otolaryngology Case Reports,Elsevier,OA,535,657,660,740,840,840
Oxymag,Elsevier,Hybrid,2678,2630,,,,2630
PEC Innovation,Elsevier,OA,,,,1310,1370,1370
PET Clinics,Elsevier,Hybrid,2678,2630,2980,,,2980
PM&R,Elsevier,Hybrid,2678,2630,,,,2630
Pacific-Basin Finance Journal,Elsevier,Hybrid,982,1736,1730,2110,2260,2260
Paediatric Respiratory Reviews,Elsevier,Hybrid,2678,2341,2910,2990,3690,3690
Paediatrics and Child Health,Elsevier,Hybrid,2678,1999,2280,,,2280
Pain Management Nursing,Elsevier,Hybrid,2232,2192,2470,2540,3060,3060
"Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier,Hybrid,2723,2674,2540,2620,2810,2810
Palaeoworld,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Pancreatology,Elsevier,Hybrid,2678,2630,2630,2890,3010,3010
Papillomavirus Research,Elsevier,OA,803,789,,,,789
Parallel Computing,Elsevier,Hybrid,2767,2279,2280,2350,2440,2440
Parasite Epidemiology and Control,Elsevier,OA,1339,1315,1580,1580,1640,1640
Parasitology International,Elsevier,Hybrid,1964,2025,2410,2480,2650,2650
Parkinsonism & Related Disorders,Elsevier,Hybrid,2857,2805,2970,2970,3180,3180
Partial Differential Equations in Applied Mathematics,Elsevier,OA,,,880,880,910,910
Particuology,Elsevier,Hybrid,2678,2630,2630,2710,2820,2820
Pathology,Elsevier,Hybrid,2232,2192,2630,2630,2740,2740
Pathology - Research and Practice,Elsevier,Hybrid,1696,1665,2080,2360,2340,2340
Pathophysiology,Elsevier,Hybrid,2678,2630,,,,2630
Patient Education and Counseling,Elsevier,Hybrid,3259,3200,2930,2640,2840,2840
Pattern Recognition,Elsevier,Hybrid,2901,2849,2710,2500,2600,2600
Pattern Recognition Letters,Elsevier,Hybrid,2276,2235,1930,1990,2070,2070
Patterns,Elsevier,OA,,4559,7600,7600,7960,7960
Pediatric Clinics of North America,Elsevier,Hybrid,2678,3007,3000,,,3000
Pediatric Dental Journal,Elsevier,Hybrid,2678,2630,2230,2230,2330,2330
Pediatric Hematology Oncology Journal,Elsevier,OA,,,530,530,550,550
Pediatric Neurology,Elsevier,Hybrid,2410,2367,2360,2430,2830,2830
Pedobiologia,Elsevier,Hybrid,,,1840,1890,2540,2540
Pedobiologia - Journal of Soil Ecology,Elsevier,Hybrid,1339,2104,,,,2104
Pedosphere,Elsevier,Hybrid,2678,2630,,,,2630
Peptides,Elsevier,Hybrid,2678,2367,2360,2670,3160,3160
Perfectionnement en P�diatrie,Elsevier,Hybrid,,,2160,,2280,2280
Performance Enhancement & Health,Elsevier,Hybrid,1607,1578,2030,2500,3000,3000
Performance Evaluation,Elsevier,Hybrid,1339,1972,2440,2620,2650,2650
Perioperative Care and Operating Room Management,Elsevier,Hybrid,2187,2148,2150,2370,2330,2330
Personality and Individual Differences,Elsevier,Hybrid,2232,2192,2500,2710,2910,2910
Personalized Medicine Universe,Elsevier,Hybrid,2678,2630,,,,2630
Personalized Medicine in Psychiatry,Elsevier,Hybrid,,,2590,2590,2820,2820
"Perspectives in Plant Ecology, Evolution and Systematics",Elsevier,Hybrid,1607,2174,2500,2570,3160,3160
Pervasive and Mobile Computing,Elsevier,Hybrid,2142,1972,1970,2030,2270,2270
Pesticide Biochemistry and Physiology,Elsevier,Hybrid,2678,3077,3070,3170,3890,3890
Petroleum Exploration and Development Online,Elsevier,OA,2678,2630,,,,2630
PharmaNutrition,Elsevier,Hybrid,2678,2393,2390,2460,2640,2640
Pharmaceutical Science Advances,Elsevier,OA,,,,,1820,1820
Pharmacological Reports,Elsevier,Hybrid,2678,2630,,,,2630
Pharmacological Research,Elsevier,OA,,,,,3190,3190
Pharmacological Research,Elsevier,Hybrid,3303,3068,3060,3060,,3060
Pharmacological Research - Modern Chinese Medicine,Elsevier,OA,,,1230,1230,1280,1280
Pharmacology & Therapeutics,Elsevier,Hybrid,,,3870,4210,4800,4800
Pharmacology Biochemistry and Behavior,Elsevier,Hybrid,,,2470,2720,3130,3130
Pharmacology and Therapeutics,Elsevier,Hybrid,3482,3419,,,,3419
"Pharmacology, Biochemistry and Behavior",Elsevier,Hybrid,1964,2472,,,,2472
Photoacoustics,Elsevier,OA,1607,1578,1820,1820,2180,2180
Photodiagnosis and Photodynamic Therapy,Elsevier,Hybrid,2232,2490,2840,3110,3240,3240
Photonics and Nanostructures - Fundamentals and Applications,Elsevier,Hybrid,1964,1929,2170,2300,2400,2400
Physica A: Statistical Mechanics and its Applications,Elsevier,Hybrid,2500,1876,2000,2300,2840,2840
Physica B: Condensed Matter,Elsevier,Hybrid,,,1930,2310,2670,2670
Physica B: Physics of Condensed Matter,Elsevier,Hybrid,1964,1929,,,,1929
Physica C: Superconductivity and its Applications,Elsevier,Hybrid,,,2000,2070,2150,2150
Physica C: Superconductivity and its applications,Elsevier,Hybrid,1964,1929,,,,1929
Physica D: Nonlinear Phenomena,Elsevier,Hybrid,2321,1727,2150,2220,2790,2790
Physica E: Low-dimensional Systems and Nanostructures,Elsevier,Hybrid,1964,2227,2630,2710,2900,2900
Physica Medica,Elsevier,Hybrid,1607,1578,1750,1750,2100,2100
Physical Communication,Elsevier,Hybrid,2142,2104,1850,1900,2100,2100
Physical Medicine and Rehabilitation Clinics of North America,Elsevier,Hybrid,2678,2630,3050,,,3050
Physical Therapy in Sport,Elsevier,Hybrid,2678,2630,2440,2510,2620,2620
Physician Assistant Clinics,Elsevier,Hybrid,2678,2630,2360,,,2360
Physics & Imaging in Radiation Oncology,Elsevier,OA,,,1530,1530,1530,1530
Physics Letters A,Elsevier,Hybrid,1964,1929,2210,2280,2440,2440
Physics Open,Elsevier,OA,,,1680,1680,1460,1460
Physics Reports,Elsevier,Hybrid,2366,2323,4380,4690,5030,5030
Physics and Chemistry of the Earth,Elsevier,Hybrid,1339,1972,,,,1972
"Physics and Chemistry of the Earth, Parts A/B/C",Elsevier,Hybrid,,,1970,2260,2570,2570
Physics and Imaging in Radiation Oncology,Elsevier,OA,1373,1490,,,,1490
Physics in Medicine,Elsevier,OA,982,1174,1170,1210,1440,1440
Physics of Life Reviews,Elsevier,Hybrid,2678,2630,3140,3730,4130,4130
Physics of the Dark Universe,Elsevier,Hybrid,1071,1052,2060,2120,2680,2680
Physics of the Earth and Planetary Interiors,Elsevier,Hybrid,3035,2341,2340,2790,2910,2910
Physiological and Molecular Plant Pathology,Elsevier,Hybrid,2232,1946,2360,2430,2880,2880
Physiology & Behavior,Elsevier,Hybrid,2589,2542,2310,2380,2890,2890
Physiotherapy,Elsevier,Hybrid,2232,2192,2770,2770,3170,3170
Phytochemistry,Elsevier,Hybrid,2946,3217,3210,3530,3790,3790
Phytochemistry Letters,Elsevier,Hybrid,2321,2279,2610,2910,3120,3120
Phytomedicine,Elsevier,Hybrid,2276,2235,2570,2880,3090,3090
Phytomedicine Plus,Elsevier,OA,,,1310,1310,1370,1370
Piel,Elsevier,Hybrid,,,2120,2120,1950,1950
Piel. Formaci�n continuada en dermatolog�a,Elsevier,Hybrid,1339,1500,,,,1500
Placenta,Elsevier,Hybrid,3035,2867,2860,3160,3290,3290
Planetary and Space Science,Elsevier,Hybrid,2678,2402,2170,2230,2750,2750
Plant Communications,Elsevier,OA,,,1550,1550,2460,2460
Plant Gene,Elsevier,Hybrid,1383,1359,2410,2720,2840,2840
Plant Nano Biology,Elsevier,OA,,,,1750,1820,1820
Plant Physiology and Biochemistry,Elsevier,Hybrid,2232,2402,2880,2970,3180,3180
Plant Science,Elsevier,Hybrid,2857,2630,2630,2710,3190,3190
Plant Stress,Elsevier,OA,,,1230,1230,1280,1280
Plasmid,Elsevier,Hybrid,2678,2446,2440,2800,2600,2600
Poetics,Elsevier,Hybrid,1607,2367,2360,2430,2820,2820
Polar Science,Elsevier,Hybrid,2232,2192,2060,2060,2210,2210
Political Geography,Elsevier,Hybrid,1160,1139,1640,2020,2500,2500
Political Geography Open Research,Elsevier,OA,,,,,1820,1820
Polyhedron,Elsevier,Hybrid,2321,2542,2540,2620,2960,2960
Polymer,Elsevier,Hybrid,3035,3191,3190,3280,3420,3420
Polymer Degradation and Stability,Elsevier,Hybrid,3125,3068,3190,3280,3820,3820
Polymer Testing,Elsevier,Hybrid,2946,2709,,,,2709
Polymer Testing,Elsevier,OA,,,1740,1740,2010,2010
Postharvest Biology and Technology,Elsevier,Hybrid,2946,3121,3120,3540,3790,3790
Poultry Science,Elsevier,OA,,,1740,1740,1820,1820
Powder Technology,Elsevier,Hybrid,2767,2718,3330,3700,3860,3860
Power Electronic Devices and Components,Elsevier,OA,,,1310,1310,1370,1370
Practical Laboratory Medicine,Elsevier,OA,1651,1622,1740,1940,1820,1820
Practical Radiation Oncology,Elsevier,Hybrid,2232,2192,2190,2190,2460,2460
Pratique Neurologique - FMC,Elsevier,Hybrid,892,1000,,,,1000
Pratique neurologique - FMC,Elsevier,Hybrid,,,1420,1460,1460,1460
Pratiques Psychologiques,Elsevier,Hybrid,,,1000,1000,1320,1320
Pratiques en nutrition,Elsevier,Hybrid,2678,2630,,,,2630
Pratiques psychologiques,Elsevier,Hybrid,2678,3000,,,,3000
Precambrian Research,Elsevier,Hybrid,2946,2691,2690,2770,2960,2960
Precision Engineering,Elsevier,Hybrid,2232,2437,2430,2840,3050,3050
Pregnancy Hypertension,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Preventive Medicine,Elsevier,Hybrid,2634,2586,2440,2520,2930,2930
Preventive Medicine Reports,Elsevier,OA,1517,1490,1890,2060,2480,2480
Preventive Veterinary Medicine,Elsevier,Hybrid,2991,2937,3030,3030,3150,3150
Primary Care Diabetes,Elsevier,Hybrid,2812,2761,2760,2760,2870,2870
Primary Care: Clinics in Office Practice,Elsevier,Hybrid,2678,2630,3060,,,3060
Probabilistic Engineering Mechanics,Elsevier,Hybrid,2232,2446,2440,2290,2460,2460
Proceedings of the Combustion Institute,Elsevier,Hybrid,2008,1972,2610,2610,2720,2720
Proceedings of the Geologists' Association,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Process Biochemistry,Elsevier,Hybrid,1964,1929,2820,2820,3390,3390
Process Safety and Environmental Protection,Elsevier,Hybrid,2678,2630,2630,2630,3150,3150
Progres en Urologie - FMC,Elsevier,Hybrid,2634,2586,2580,,,2580
Progress in Aerospace Sciences,Elsevier,Hybrid,2946,2893,3460,3560,4200,4200
Progress in Biophysics and Molecular Biology,Elsevier,Hybrid,2723,2674,2670,2670,2780,2780
Progress in Cardiovascular Diseases,Elsevier,Hybrid,2500,2455,2450,3020,3240,3240
Progress in Disaster Science,Elsevier,OA,982,964,960,960,1210,1210
Progress in Economic Geography,Elsevier,Hybrid,,,,,2190,2190
Progress in Energy and Combustion Science,Elsevier,Hybrid,3437,3375,4380,4690,5260,5260
Progress in Lipid Research,Elsevier,Hybrid,3571,3682,4380,4380,4380,4380
Progress in Materials Science,Elsevier,Hybrid,3392,3331,4380,4690,5290,5290
Progress in Neuro-Psychopharmacology & Biological Psychiatry,Elsevier,Hybrid,2142,2104,2870,3260,3390,3390
Progress in Neurobiology,Elsevier,Hybrid,3660,3594,4380,4510,4700,4700
Progress in Nuclear Energy,Elsevier,Hybrid,1741,1709,2190,2260,2630,2630
Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,Hybrid,3259,3200,4030,4150,4320,4320
Progress in Oceanography,Elsevier,Hybrid,3660,3594,3240,2920,3130,3130
Progress in Organic Coatings,Elsevier,Hybrid,2232,1972,2850,2850,3410,3410
Progress in Particle and Nuclear Physics,Elsevier,Hybrid,2991,2937,3940,4190,4490,4490
Progress in Pediatric Cardiology,Elsevier,Hybrid,2232,2192,2430,2500,2380,2380
Progress in Planning,Elsevier,Hybrid,4017,3945,3730,3730,3880,3880
Progress in Polymer Science,Elsevier,Hybrid,3482,3419,4380,4510,5080,5080
Progress in Quantum Electronics,Elsevier,Hybrid,2321,2963,3280,3280,3510,3510
Progress in Retinal and Eye Research,Elsevier,Hybrid,3571,3507,4380,4690,5290,5290
Progress in Surface Science,Elsevier,Hybrid,2678,3025,3510,3510,3660,3660
Progr�s en Urologie,Elsevier,Hybrid,1339,1500,1500,1570,1740,1740
Project Leadership and Society,Elsevier,OA,,,1580,1580,1640,1640
Prostaglandins & Other Lipid Mediators,Elsevier,Hybrid,,,2780,2780,2890,2890
Prostaglandins and Other Lipid Mediators,Elsevier,Hybrid,2678,2630,,,,2630
"Prostaglandins, Leukotrienes and Essential Fatty Acids",Elsevier,Hybrid,2232,2639,2640,2990,3200,3200
Prostate International,Elsevier,OA,,,,,1640,1640
Protein Expression and Purification,Elsevier,Hybrid,2946,2753,2580,2660,2850,2850
Protist,Elsevier,Hybrid,2232,2455,2450,2820,3030,3030
Psiquiatr�a Biol�gica,Elsevier,Hybrid,1339,1500,1400,1400,1400,1400
Psychiatric Clinics of North America,Elsevier,Hybrid,2678,2630,2540,,,2540
Psychiatry Research,Elsevier,Hybrid,2589,2542,2420,2490,2930,2930
Psychiatry Research Case Reports,Elsevier,OA,,,,790,820,820
Psychiatry Research Communications,Elsevier,OA,,,1750,1750,1820,1820
Psychiatry Research: Neuroimaging,Elsevier,Hybrid,2410,2367,2500,2570,2760,2760
Psychologie du Travail et des Organisations,Elsevier,Hybrid,,,1000,,1270,1270
Psychologie du travail et des organisations,Elsevier,Hybrid,1339,1500,,,,1500
Psychologie fran�aise,Elsevier,Hybrid,2678,2630,,,,2630
Psychology of Sport and Exercise,Elsevier,Hybrid,1919,1885,3110,3110,3240,3240
Psychoneuroendocrinology,Elsevier,Hybrid,2991,2937,3280,3280,3510,3510
Psychosomatics,Elsevier,Hybrid,2678,2630,,,,2630
Public Health,Elsevier,Hybrid,2500,2455,2450,2450,2550,2550
Public Health in Practice,Elsevier,OA,,,1470,1470,1550,1550
Public Relations Review,Elsevier,Hybrid,1607,2367,3190,3780,3790,3790
Pulmonary Pharmacology & Therapeutics,Elsevier,Hybrid,2678,2358,2590,2860,2980,2980
Quarterly Review of Economics and Finance,Elsevier,Hybrid,1607,1578,1700,1700,1770,1770
Quaternary Geochronology,Elsevier,Hybrid,2366,2323,2540,2620,2990,2990
Quaternary International,Elsevier,Hybrid,2946,2893,2890,2980,3100,3100
Quaternary Science Advances,Elsevier,OA,1428,1402,1400,1400,1460,1460
Quaternary Science Reviews,Elsevier,Hybrid,2857,2805,2800,3080,3210,3210
REACH,Elsevier,Hybrid,1964,1929,2120,2620,2570,2570
REC: CardioClinics,Elsevier,Hybrid,1339,1500,,2500,2460,2460
REC: CardioClinics,Elsevier,"",,,2500,,,2500
Radiation Measurements,Elsevier,Hybrid,1964,2209,2210,2480,2650,2650
Radiation Medicine and Protection,Elsevier,OA,,,,,1820,1820
Radiation Physics and Chemistry,Elsevier,Hybrid,1964,2586,3160,3440,3400,3400
Radiography,Elsevier,Hybrid,2232,2192,2230,2230,2280,2280
Radiologia,Elsevier,Hybrid,2678,2630,,,,2630
Radiologic Clinics of North America,Elsevier,Hybrid,2678,2630,2630,,,2630
Radiology Case Reports,Elsevier,OA,446,438,440,440,500,500
Radiolog�a,Elsevier,Hybrid,,,2060,2060,2280,2280
Radiolog�a (English Edition),Elsevier,Hybrid,2678,2630,2060,,,2060
Radiotherapy and Oncology,Elsevier,Hybrid,1785,2000,2400,2850,2930,2930
Rangeland Ecology & Management,Elsevier,Hybrid,2232,2192,2380,2380,2490,2490
Rangelands,Elsevier,Hybrid,1339,1315,1310,1310,1370,1370
Rare,Elsevier,OA,,,,,1550,1550
Reactive and Functional Polymers,Elsevier,Hybrid,2232,2358,2630,2710,3340,3340
Redox Biochemistry and Chemistry,Elsevier,OA,,,,,1370,1370
Redox Biology,Elsevier,OA,2544,2498,3030,3250,3560,3560
"Redox in Muscle Physiology, Exercise, and Sport",Elsevier,OA,,,,1310,1370,1370
Regenerative Therapy,Elsevier,OA,982,964,960,960,1000,1000
Regional Science and Urban Economics,Elsevier,Hybrid,1607,2367,2500,2570,3060,3060
Regional Studies in Marine Science,Elsevier,Hybrid,1607,1578,2150,2370,2540,2540
Regulatory Toxicology and Pharmacology,Elsevier,Hybrid,2589,2542,3120,3330,3470,3470
Rehabilitaci�n,Elsevier,Hybrid,2678,2630,,,1960,1960
Reinforced Plastics,Elsevier,Hybrid,,,2590,,,2590
Reliability Engineering & System Safety,Elsevier,Hybrid,,,3140,3140,3610,3610
Reliability Engineering and System Safety,Elsevier,Hybrid,2589,2542,,,,2542
Remote Sensing Applications: Society and Environment,Elsevier,Hybrid,1517,1490,1730,1790,2020,2020
Remote Sensing of Environment,Elsevier,Hybrid,3392,3331,3330,3560,3710,3710
Renewable Energy,Elsevier,Hybrid,2678,2586,2980,3060,3480,3480
Renewable Energy Focus,Elsevier,Hybrid,1250,1227,1230,1230,1280,1280
Renewable and Sustainable Energy Reviews,Elsevier,Hybrid,3348,3288,3690,3800,4410,4410
Renewable and Sustainable Energy Transition,Elsevier,OA,,,2100,2100,2190,2190
Reports of Practical Oncology & Radiotherapy,Elsevier,Hybrid,1339,1500,,,,1500
Reports on Mathematical Physics,Elsevier,Hybrid,2678,2630,,,,2630
Reproductive BioMedicine Online,Elsevier,Hybrid,2455,2411,2750,2750,2860,2860
Reproductive Biology,Elsevier,Hybrid,2678,2630,1750,2190,2510,2510
Reproductive Biomedicine & Society Online,Elsevier,OA,1294,1450,1410,1410,1500,1500
Reproductive Toxicology,Elsevier,Hybrid,3035,2981,2980,3060,3190,3190
Research Methods in Applied Linguistics,Elsevier,Hybrid,,,,1310,1370,1370
Research Policy,Elsevier,Hybrid,2142,,2420,2860,3380,3380
Research Policy: X,Elsevier,OA,2142,2104,,,,2104
Research and Practice in Thrombosis and Haemostasis,Elsevier,OA,,,,,2050,2050
Research in Accounting Regulation,Elsevier,Hybrid,982,964,,,,964
Research in Autism Spectrum Disorders,Elsevier,Hybrid,1964,2490,2490,2570,2990,2990
Research in Developmental Disabilities,Elsevier,Hybrid,2187,2148,3000,3000,3130,3130
Research in Diagnostic and Interventional Imaging,Elsevier,OA,,,,1400,1400,1400
Research in Economics,Elsevier,Hybrid,1071,1052,1930,2090,2390,2390
Research in Globalization,Elsevier,OA,982,964,970,970,1060,1060
Research in International Business and Finance,Elsevier,Hybrid,982,1446,2020,2350,2770,2770
Research in Microbiology,Elsevier,Hybrid,1741,1709,1710,1710,2040,2040
Research in Organizational Behavior,Elsevier,Hybrid,1607,2367,2520,2600,2790,2790
Research in Social Stratification and Mobility,Elsevier,Hybrid,1160,1139,2230,2300,2630,2630
Research in Social and Administrative Pharmacy,Elsevier,Hybrid,2410,2367,3070,3170,3740,3740
Research in Transportation Business & Management,Elsevier,Hybrid,982,1929,2080,2130,2150,2150
Research in Transportation Economics,Elsevier,Hybrid,1160,1139,1840,2170,2260,2260
Research in Veterinary Science,Elsevier,Hybrid,2321,2279,2280,2550,2650,2650
Resilient Cities and Structures,Elsevier,OA,,,,1050,1090,1090
Resource and Energy Economics,Elsevier,Hybrid,982,964,2020,2500,2600,2600
Resources Policy,Elsevier,Hybrid,1160,1139,1640,2020,2500,2500
"Resources, Conservation & Recycling",Elsevier,Hybrid,,,3020,3520,3970,3970
"Resources, Conservation & Recycling Advances",Elsevier,OA,,,,1530,1600,1600
"Resources, Conservation & Recycling: X",Elsevier,OA,3125,3068,,,,3068
"Resources, Environment and Sustainability",Elsevier,OA,,,1740,1740,1820,1820
Respiratory Investigation,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Respiratory Medicine,Elsevier,Hybrid,,,3060,2910,3120,3120
Respiratory Medicine Case Reports,Elsevier,OA,535,526,570,670,850,850
Respiratory Medicine and Research,Elsevier,Hybrid,,,,1520,1520,1520
Respiratory Medicine and Research,Elsevier,"",,,1520,,,1520
Respiratory Medicine: X,Elsevier,OA,3125,3068,1740,,,1740
Respiratory Physiology & Neurobiology,Elsevier,Hybrid,2678,2306,2420,2490,2940,2940
Results in Applied Mathematics,Elsevier,OA,446,438,880,880,1100,1100
Results in Chemistry,Elsevier,OA,379,372,880,880,1100,1100
Results in Control and Optimization,Elsevier,OA,,,880,880,910,910
Results in Engineering,Elsevier,OA,446,745,880,880,1100,1100
Results in Geochemistry,Elsevier,OA,,701,880,880,910,910
Results in Geophysical Sciences,Elsevier,OA,,,880,880,910,910
Results in Materials,Elsevier,OA,758,745,880,880,960,960
Results in Optics,Elsevier,OA,,,880,880,910,910
Results in Physics,Elsevier,OA,892,876,1040,1360,1540,1540
Results in Surfaces and Interfaces,Elsevier,OA,,,880,880,910,910
Resuscitation,Elsevier,Hybrid,2946,2893,3080,3190,3420,3420
Resuscitation Plus,Elsevier,OA,,1841,1840,1840,1920,1920
Reumatolog�a Cl�nica,Elsevier,Hybrid,1607,1800,2010,2010,2100,2100
Reumatolog�a cl�nica (English Edition),Elsevier,Hybrid,2678,3000,,,,3000
Reumatolog�a cl�nica (English edition),Elsevier,Hybrid,,,1800,2010,,2010
Review of Economic Dynamics,Elsevier,Hybrid,982,1736,2160,2160,2650,2650
Review of Palaeobotany and Palynology,Elsevier,Hybrid,2946,2700,2700,2700,2810,2810
Reviews in Physics,Elsevier,OA,1339,2332,2330,2760,3070,3070
Reviews in Vascular Medicine,Elsevier,Hybrid,1517,1490,,,,1490
Revista Cient�fica de la Sociedad Espa�ola de Enfermer�a Neurol�gica,Elsevier,Hybrid,2678,2630,,,,2630
Revista Cl�nica Espa�ola (English Edition),Elsevier,Hybrid,1785,3000,3000,3000,,3000
Revista Colombiana de Ortopedia y Traumatolog�a,Elsevier,Hybrid,2678,2630,,,,2630
Revista Colombiana de Psiquiatr�a,Elsevier,Hybrid,2678,2630,,,,2630
Revista Colombiana de Reumatolog�a,Elsevier,Hybrid,2678,2192,2190,2190,2280,2280
Revista Espanola de Cirugia Ortopedica y Traumatologia,Elsevier,Hybrid,2678,2630,,,,2630
Revista Espanola de Cirugia Ortopedica y Traumatologia,Elsevier,OA,,,1250,1250,1250,1250
Revista Espanola de Cirugia Ortopedica y Traumatologia (English edition),Elsevier,Hybrid,2678,2630,,,,2630
Revista Espanola de Geriatria y Gerontologia,Elsevier,Hybrid,2678,2630,,,,2630
Revista Espanola de Medicina Nuclear e Imagen Molecular (English Edition),Elsevier,Hybrid,2678,2630,,,,2630
Revista Espanola de Patologia,Elsevier,Hybrid,2678,2630,2060,2060,2440,2440
Revista Espa�ola de Anestesiolog�a y Reanimaci�n,Elsevier,Hybrid,2678,2630,2190,,2460,2460
Revista Espa�ola de Cardiolog�a,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Revista Espa�ola de Cardiolog�a (English Edition),Elsevier,Hybrid,2678,2630,,,,2630
Revista Espa�ola de Cardiolog�a (English edition),Elsevier,"",,,2630,,,2630
Revista Espa�ola de Cardiolog�a (English edition),Elsevier,Hybrid,,,,2630,,2630
Revista Espa�ola de Medicina Legal,Elsevier,Hybrid,2678,2630,1840,1840,1920,1920
Revista Espa�ola de Medicina Nuclear e Imagen Molecular,Elsevier,Hybrid,2678,2630,,,3100,3100
Revista Iberoamericana de Micolog�a,Elsevier,Hybrid,2678,2630,2190,2190,2280,2280
Revista Internacional de Acupuntura,Elsevier,Hybrid,1339,1500,1660,,1840,1840
Revista Internacional de Androlog�a,Elsevier,Hybrid,2678,2630,2190,,2280,2280
Revista Portuguesa de Cardiologia,Elsevier,OA,2678,2630,,,,2630
Revista Portuguesa de Cardiologia (English Edition),Elsevier,OA,2678,2630,,,,2630
Revista clinica espanola,Elsevier,Hybrid,1785,3000,3000,2450,2450,2450
Revista de Gastroenterolog�a de M�xico,Elsevier,OA,,,,,1090,1090
"Revista de Logopedia, Foniatr�a y Audiolog�a",Elsevier,Hybrid,1339,1500,1710,1760,1890,1890
Revista de Psicodid�ctica,Elsevier,Hybrid,,,2280,2280,2960,2960
Revista de Psicodid�ctica (English edition),Elsevier,Hybrid,,,2280,,,2280
Revista de Psiquiatr�a y Salud Mental,Elsevier,Hybrid,,,1740,1740,1740,1740
Revista de Senolog�a y Patolog�a Mamaria,Elsevier,Hybrid,2678,2630,,,2050,2050
Revista de psiquiatr�a y salud mental (Barcelona),Elsevier,Hybrid,2678,2630,,,,2630
Revista de psiquiatr�a y salud mental (English Edition),Elsevier,Hybrid,2678,2630,,,,2630
Revista del Laboratorio Clinico,Elsevier,Hybrid,2678,2630,,,,2630
Revue Francophone d'Orthoptie,Elsevier,Hybrid,2678,2630,,,,2630
Revue Fran�aise d'Allergologie,Elsevier,Hybrid,1339,1500,1500,1500,1710,1710
Revue Neurologique,Elsevier,Hybrid,1339,2090,2850,2850,2850,2850
Revue d'Epidemiologie et de Sante Publique,Elsevier,Hybrid,1339,1930,1660,2040,1790,1790
Revue de Chirurgie Orthop�dique et Traumatologique,Elsevier,Hybrid,2321,2600,2130,2130,2130,2130
Revue de Micropal�ontologie,Elsevier,Hybrid,,,2580,,2550,2550
Revue de micropal�ontologie,Elsevier,Hybrid,2634,2586,,,,2586
Revue des Maladies Respiratoires,Elsevier,Hybrid,2678,2630,,,,2630
Revue du Rhumatisme,Elsevier,Hybrid,,,1500,1500,1670,1670
Revue du Rhumatisme monographies,Elsevier,Hybrid,2678,2630,,,,2630
Revue du podologue,Elsevier,Hybrid,2678,2630,,,,2630
Revue du rhumatisme,Elsevier,Hybrid,2321,2600,,,,2600
Revue europ�enne de psychologie appliqu�e,Elsevier,Hybrid,2678,1740,,,,1740
Revue v�t�rinaire Clinique,Elsevier,Hybrid,2678,2630,,,,2630
Rheumatic Disease Clinics of North America,Elsevier,Hybrid,2678,2946,3060,,,3060
Rhizosphere,Elsevier,Hybrid,1785,1885,2160,2600,2630,2630
Robotics and Autonomous Systems,Elsevier,Hybrid,2946,2621,2490,2570,2750,2750
Robotics and Computer-Integrated Manufacturing,Elsevier,Hybrid,2767,2718,2910,3320,3870,3870
Russian Literature,Elsevier,Hybrid,982,1446,1730,1870,2210,2210
SLAS Discovery,Elsevier,OA,,,,1580,1640,1640
SLAS Technology,Elsevier,OA,,,,1580,1640,1640
SSM - Mental Health,Elsevier,OA,,1271,1270,1270,1320,1320
SSM - Population Health,Elsevier,OA,1294,1271,1580,1780,2400,2400
SSM - Qualitative Research in Health,Elsevier,OA,,,1270,1270,1320,1320
SSM Health Systems,Elsevier,OA,,,,,1320,1320
STAR Protocols,Elsevier,OA,,,1300,1300,1340,1340
