"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Journal of Visual Impairment and Blindness","Sensory Neuroscience","Sage Publishing","For-profit associated with a society","","American Foundation for the Blind (AFB)","Non-profit","USA","https://journals.sagepub.com/home/jvb","","0.302","Q3 (Ophthalmology; Rehabilitation)","55","No","1559-1476","0145-482X"
"Journal of the American Academy of Child and Adolescent Psychiatry","Developmental Neuroscience","Elsevier","For-profit associated with a society","Hybrid","American Academy of Child and Adolescent Psychiatry","","Netherlands","https://www.jaacap.org/","2521","3.176","Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health)","289","No","1527-5418","0890-8567"
"Journal of the History of the Neurosciences","Generalist","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/njhn20","2011","0.209","Q2 (History and Philosophy of Science)","34","No","1744-5213","0964-704X"
"Journal of the International Neuropsychological Society","Cognitive Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","","International Neuropsychological Society","Society/Association","UK","https://www.cambridge.org/core/journals/journal-of-the-international-neuropsychological-society","","0.869","Q2 (Clinical Psychology; Neurology; Neuroscience; Psychiatry and Mental Health)","155","No","1469-7661","1355-6177"
"Journal of the Neurological Sciences","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","World Federation of Neurology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-the-neurological-sciences","2992","1.04","Q1 (Neurology)","163","No","1878-5883","0022-510X"
"Journal of the Peripheral Nervous System","Neurophysiology","John Wiley & Sons","For-profit associated with a society","Hybrid","Peripheral Nerve Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15298027","1881","0.941","Q1 (Medicine)","82","No","1529-8027","1085-9489"
"Journals of Gerontology - Series B Psychological Sciences and Social Sciences","Developmental Neuroscience","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/psychsocgerontology?login=false","2999","1.503","Q1 (Clinical Psychology; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Medicine; Social Psychology; Sociology and Political Science)","193","No","1758-5368","1079-5014"
"Judgment and Decision Making","Cognitive Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","OA","Society for Judgment and Decision Making; European Association for Decision Making","Society/Association","UK","https://www.cambridge.org/core/journals/judgment-and-decision-making","3675","1.064","Q1 (Decision Sciences)","82","PCI friendly","1930-2975",""
"L'encéphale","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/lencephale","1317","0.449","Q1 (Arts and Humanities)","57","No","","0013-7006"
"La psychiatrie de l'enfant","Developmental Neuroscience","Presses Universitaires de France (PUF)","University Press","","","","France","https://www.puf.com/psychiatrie-de-lenfant-la","","","","","No","2102-5320","0079-726X"
"La revue neurologique","Clinical Neuroscience","Elsevier","For-profit associated with a society","OA","Société Française de Neurologie","Society/Association","Netherlands","https://www.sciencedirect.com/journal/revue-neurologique","1684","0.757","Q2 (Neurology)","65","No","","0035-3787"
"Language and Cognition","Cognitive Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","OA","UK Cognitive Linguistics Association","Society/Association","UK","https://www.cambridge.org/core/journals/language-and-cognition","","0.613","Q1 (Linguistics and Language)","23","No","1866-9859","1866-9808"
"Language and Speech","Cognitive Neuroscience","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/las","286","0.521","Q1 (Linguistics and Language)","67","No","1756-6053","0023-8309"
"Language, Cognition and Neuroscience","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/plcp21","1007","0.845","Q1 (Linguistics and Language)","102","No","2327-3801","2327-3798"
"Learning and Memory","Cognitive Neuroscience","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","Cold Spring Harbor (CSH) Laboratory Press","","USA","https://learnmem.cshlp.org/","1579","0.839","Q2 (Cognitive Neuroscience; Neuropsychology and Physiological Psychology)","156","No","1549-5485","1072-0502"
"Learning and Motivation","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/learning-and-motivation","2260","0.91","Q1 (Education; Health; Neuropsychology and Physiological Psychology)","55","No","1095-9122","0023-9690"
"Memory","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pmem20","3385","0.773","Q1 (Arts and Humanities)","114","No","1464-0686","0965-8211"
"Memory & Cognition","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/13421","2445","1.078","Q1 (Arts and Humanities; Experimental and Cognitive Psychology; Medicine; Neuropsychology and Physiological Psychology)","152","No","1532-5946","0090-502X"
"Metabolic Brain Disease","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11011","2466","0.995","Q2 (Biochemistry; Cellular and Molecular Neuroscience; Neurology)","87","No","1573-7365","0885-7490"
"Mindfulness","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12671","3147","1.315","Q1 (Applied Psychology; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Health; Social Psychology)","110","No","1868-8535","1868-8527"
"Molecular Autism","Molecular and Cellular Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecularautism.biomedcentral.com/","2852","1.788","Q1 (Developmental Biology; Developmental Neuroscience; Molecular Biology; Psychiatry and Mental Health)","93","No","2040-2392",""
"Molecular Brain","Molecular and Cellular Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Association for the Study of Neurons and Diseases","Society/Association","UK","https://molecularbrain.biomedcentral.com/","2528","1.236","Q2 (Cellular and Molecular Neuroscience; Molecular Biology)","88","No","1756-6606",""
"Molecular Neurobiology","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12035","3445","1.545","Q1 (Cellular and Molecular Neuroscience; Neurology; Neuroscience)","157","No","1559-1182","0893-7648"
"Molecular Neurodegeneration","Molecular and Cellular Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","BrightFocus Foundation","","UK","https://molecularneurodegeneration.biomedcentral.com/","2790","6.262","Q1 (Cellular and Molecular Neuroscience; Molecular Biology; Neurology)","139","No","1750-1326",""
"Molecular Pain","Pain","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/MPX","1711","1.058","Q1 (Anesthesiology and Pain Medicine)","104","No","1744-8069","1744-8069"
"Molecular Psychiatry","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/mp/","4543","4.602","Q1 (Cellular and Molecular Neuroscience; Molecular Biology; Psychiatry and Mental Health)","274","No","1476-5578","1359-4184"
"Molecular Vision","Molecular and Cellular Neuroscience","Emory University","University Press","OA diamond","Molecular Vision","","USA","https://www.molvis.org/molvis/","0","0.503","Q2 (Ophthalmology)","110","No","1090-0535",""
"Molecular and Cellular Neuroscience","Molecular and Cellular Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/molecular-and-cellular-neuroscience","2175","1.124","Q2 (Cell Biology; Cellular and Molecular Neuroscience; Molecular Biology)","154","No","1095-9327","1044-7431"
"Motivation Science","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/mot","3285","1.283","Q1 (Applied Psychology; Developmental and Educational Psychology; Environmental Engineering; Health, Toxicology and Mutagenesis)","24","No","2333-8121","2333-8113"
"Motivation and Emotion","Cognitive Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","Society for the Science of Motivation","Society/Association","Germany / UK","https://link.springer.com/journal/11031","2216","1.038","Q1 (Experimental and Cognitive Psychology; Social Psychology)","115","No","1573-6644","0146-7239"
"Motor Control","Neurophysiology","Human Kinetics","For-profit associated with a society","Hybrid","International Society of Motor Control","Society/Association","USA","https://journals.humankinetics.com/view/journals/mcj/mcj-overview.xml?tab_body=editorial-board","1022","0.476","Q2 (Physical Therapy, Sports Therapy and Rehabilitation)","55","No","1543-2696","1087-1640"
"Movement Disorders","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","International Parkinson and Movement Disorder Society","Society/Association","USA","https://movementdisorders.onlinelibrary.wiley.com/journal/15318257","2135","2.625","Q1 (Neurology)","247","No","1531-8257","0885-3185"
"Multiple Sclerosis Journal","Clinical Neuroscience","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/msja","3599","1.68","Q1 (Neurology)","164","No","1477-0970","1352-4585"
"Multiple Sclerosis Journal‚ Experimental, Translational and Clinical","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","OA","Americas Committee for Treatment and Research in Multiple Sclerosis; the European Committee for Treatment and Research in Multiple Sclerosis; the Latin American Committee for Treatment and Research in Multiple Sclerosis & the Pan-Asian Committee for Treatment; Research in Multiple Sclerosis or Rehabilitation in Multiple Sclerosis","","USA","https://journals.sagepub.com/home/msoa","2392","0.665","Q2 (Neurology)","37","No","2055-2173","2055-2173"
"Multiple Sclerosis and Related Disorders","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/multiple-sclerosis-and-related-disorders","3460","0.959","Q1 (Medicine)","77","No","2211-0356","2211-0348"
"Multisensory Research","Sensory Neuroscience","De Gruyter Brill","For-profit","Hybrid","","","Germany","https://brill.com/view/journals/msr/msr-overview.xml","3019","0.452","Q2 (Computer Vision and Pattern Recognition)","62","No","2213-4808","2213-4794"
"Muscle and Nerve","Neurophysiology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10974598","4681","1.134","Q1 (Neurology; Physiology)","178","No","1097-4598","0148-639X"
"Médecine du Sommeil","Generalist","Elsevier","For-profit associated with a society","","Société française de Recherche et Médecine du Sommeil","Society/Association","Netherlands","https://www.sciencedirect.com/journal/medecine-du-sommeil","","","","","No","","1769-4493"
"NPJ Parkinson's Disease","Clinical Neuroscience","Springer Nature","For-profit","OA","Parkinson's Foundation","","Germany / UK","https://www.nature.com/npjparkd/","3060","2.837","Q1 (Cellular and Molecular Neuroscience; Neurology)","66","No","2373-8057",""
"Nature Human Behaviour","Behavioral Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nathumbehav/","11257","4.896","Q1 (Behavioral Neuroscience; Experimental and Cognitive Psychology; Social Psychology)","132","No","2397-3374",""
"Nature Mental Health","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/natmentalhealth/","9750","2.705","Q1 (Biological Psychiatry; Molecular Medicine; Neuroscience; Psychiatry and Mental Health)","26","No","2731-6076",""
"Nature Neuroscience","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/neuro/","10946","11.041","Q1 (Neuroscience)","515","No","1546-1726","1097-6256"
"Nature Reviews Neurology","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nrneurol/","","7.083","Q1 (Cellular and Molecular Neuroscience; Neurology)","244","No","1759-4766","1759-4758"
"Nature Reviews Neuroscience","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/nrn/","","10.282","Q1 (Neuroscience)","510","No","1471-0048","1471-003X"
"Nature Reviews Psychology","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nrpsychol/","","6.763","Q1 (Clinical Psychology; Developmental and Educational Psychology; Psychology)","46","No","2731-0574",""
"Network Neuroscience","Cognitive Neuroscience","MIT Press","University Press","OA","","University/Government","USA","https://direct.mit.edu/netn","2401","1.45","Q1 (Applied Mathematics; Artificial Intelligence; Computer Science Applications; Neuroscience)","44","No","2472-1751",""
"Neural Computation","Generalist","MIT Press","University Press","Hybrid","","University/Government","USA","https://direct.mit.edu/neco","1740","0.671","Q1 (Arts and Humanities)","187","No","1530-888X","0899-7667"
"Neural Networks","Generalist","Elsevier","For-profit associated with a society","Hybrid","the International Neural Network Society (INNS); the Asia-Pacific Neural Network Society (APNNS); the Japanese Neural Network Society (JNNS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neural-networks","3486","1.545","Q1 (Artificial Intelligence; Cognitive Neuroscience)","197","No","1879-2782","0893-6080"
"Neural Plasticity","Molecular and Cellular Neuroscience","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/6020","1885","1.218","Q1 (Neurology)","102","No","1687-5443","2090-5904"
"Neural Regeneration Research","Generalist","Chinese Association of Rehabilitation Medicine (CARM)","For-profit associated with a society","OA","Chinese Association of Rehabilitation Medicine","Society/Association","China","https://journals.lww.com/nrronline/pages/currenttoc.aspx","1623","1.429","Q1 (Developmental Neuroscience)","88","No","1876-7958","1673-5374"
"Neuro-Oncology","Clinical Neuroscience","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for Neuro-oncology (SNO)","Society/Association","UK","https://academic.oup.com/neuro-oncology","3470","5.249","Q1 (Cancer Research; Neurology; Oncology)","189","No","1523-5866","1522-8517"
"Neuro-Oncology Advances","Clinical Neuroscience","Oxford University Press (OUP)","University Press associated with a society","OA","Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO)","Society/Association","UK","https://academic.oup.com/noa","1786","1.421","Q1 (Neurology; Oncology; Surgery)","42","No","2632-2498",""
"Neuro-Oncology Practice","Clinical Neuroscience","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for NeuroOncology (SNO); the European Association of Neuro-Oncology (EANO)","Society/Association","UK","https://academic.oup.com/nop/","2632","0.95","Q1 (Medicine)","40","No","2054-2585","2054-2577"
"Neuro-endocrinology Letters","Neurophysiology","Maghira & Maas Publications","For-profit associated with a society","OA","Society of Integrated Sciences; Gesellschaft für angewandte Präventionsmedizin I-GAP, Vienna; Neuroscience Institute, State University of New York; St. Elisabeth University College of Health and Social Sciences","Society/Association","Sweden","https://www.nel.edu/","1160","0.253","Q3 (Medicine)","77","No","","0172-780X"
"Neuro-signals","Molecular and Cellular Neuroscience","Cell Physiol Biochem Press GmbH & Co KG","For-profit","OA","","","Germany","https://www.neuro-signals.com/","1190","0.149","Q4 (Cellular and Molecular Neuroscience; Developmental Neuroscience; Neurology)","75","No","1424-8638","1424-862X"
"NeuroImage: Clinical","Clinical Neuroscience","Elsevier","For-profit","OA","","","Netherlands","https://www.journals.elsevier.com/neuroimage-clinical","3106","1.507","Q1 (Cognitive Neuroscience; Neurology; Radiology, Nuclear Medicine and Imaging)","117","No","2213-1582","2213-1582"
"NeuroImage: Reports","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neuroimage-reports","820","0.774","Q2 (Neurology)","16","No","2666-9560","2666-9560"
"Neurobiology of Aging","Developmental Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/neurobiology-of-aging","3240","1.357","Q1 (Developmental Biology; Geriatrics and Gerontology; Neurology; Neuroscience)","228","No","1558-1497","0197-4580"
"Neurobiology of Disease","Neuroimmunology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neurobiology-of-disease","4111","2.159","Q1 (Neurology)","206","No","1095-953X","0969-9961"
"Neurobiology of Language","Cognitive Neuroscience","MIT Press","University Press","OA","Society for the Neurobiology of Language","University/Government","USA","https://direct.mit.edu/nol","967","1.371","Q1 (Linguistics and Language; Neurology)","23","No","2641-4368",""
"Neurobiology of Learning and Memory","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/neurobiology-of-learning-and-memory","3156","0.808","Q2 (Behavioral Neuroscience; Cognitive Neuroscience; Experimental and Cognitive Psychology)","140","No","1095-9564","1074-7427"
"Neurobiology of Pain","Pain","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neurobiology-of-pain","1523","1.058","Q1 (Anesthesiology and Pain Medicine; Neurology)","26","No","2452-073X",""
"Neurobiology of Sleep and Circadian Rhythms","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neurobiology-of-sleep-and-circadian-rhythms","1330","0.714","Q2 (Neurology; Pulmonary and Respiratory Medicine)","24","No","2451-9944","2451-9944"
"Neurobiology of Stress","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neurobiology-of-stress","3933","1.527","Q1 (Biochemistry; Cellular and Molecular Neuroscience; Endocrine and Autonomic Systems; Endocrinology; Molecular Biology; Physiology)","64","No","2352-2895","2352-2895"
"Neurochemical Research","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11064","1996","1.171","Q1 (Biochemistry; Medicine)","143","No","1573-6903","0364-3190"
"Neurochemistry International","Molecular and Cellular Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/neurochemistry-international","1502","1.338","Q2 (Cell Biology; Cellular and Molecular Neuroscience)","145","No","1872-9754","0197-0186"
"Neurochirurgie","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Société Française de Neurochirurgie (SFN); Société de Neurochirurgie de Langue Française (SNCLF)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neurochirurgie","2515","0.462","Q2 (Surgery)","40","No","1773-0619","0028-3770"
"Neurocomputing","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/neurocomputing","1400","1.465","Q1 (Artificial Intelligence; Cognitive Neuroscience; Computer Science Applications)","233","No","1872-8286","0925-2312"
"Neurodegenerative Diseases","Clinical Neuroscience","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/ndd","2836","0.514","Q3 (Neurology)","72","No","1660-2862","1660-2854"
"Neuroendocrinology","Neurophysiology","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/NEN/","3030","0.949","Q2 (Endocrine and Autonomic Systems; Endocrinology; Endocrinology, Diabetes and Metabolism)","119","No","1423-0194","0028-3835"
"Neuroepidemiology","Neuroimmunology","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/ned","4575","1.511","Q1 (Epidemiology; Neurology)","107","No","1423-0208","0251-5350"
"Neuroethics","Neuroethics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12152","2346","1.073","Q1 (Health Policy; Issues, Ethics and Legal Aspects; Neurology; Philosophy)","44","No","1874-5504","1874-5490"
"Neurogastroenterology & Motility","Neurophysiology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652982","2558","1.117","Q1 (Gastroenterology)","138","No","1365-2982","1350-1925"
"Neurogenetics","Neurogenetics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10048","3138","0.703","Q3 (Cellular and Molecular Neuroscience; Genetics)","72","No","1364-6753","1364-6745"
"Neuroimage","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neuroimage","2683","1.925","Q1 (Cognitive Neuroscience; Neurology)","457","No","1095-9572","1053-8119"
"Neuroimmunology Reports","Neuroimmunology","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/neuroimmunology-reports","1766","0.2","Q4 (Immunology and Allergy; Neurology; Neuroscience)","6","No","2667-257X",""
"Neuroimmunomodulation","Neuroimmunology","Karger Publishers","For-profit","OA","","","Switzerland","https://karger.com/NIM","2371","0.801","Q2 (Endocrinology; Neurology)","78","No","1423-0216","1021-7401"
"Neuroinformatics","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.springer.com/journal/12021","3569","0.901","Q1 (Information Systems; Software)","73","No","1559-0089","1539-2791"
"Neurological Research","Clinical Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/yner20","4123","0.549","Q2 (Medicine)","92","No","1743-1328","0161-6412"
"Neurological Sciences","Clinical Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","Italian Society of Neurology (SIN)","Society/Association","Germany / UK","https://link.springer.com/journal/10072","3714","0.777","Q1 (Dermatology)","95","No","1590-3478","1590-1874"
"Neurology","Clinical Neuroscience","Wolters Kluwer","For-profit associated with a society","Hybrid","American Academy of Neurology","","Netherlands","https://www.neurology.org/journal/wnl","4247","2.045","Q1 (Neurology)","435","No","1526-632X","0028-3878"
"Neurology Clinical Practice","Clinical Neuroscience","American Academy of Neurology Journals","Non-profit","Hybrid","American Academy of Neurology Journals","","USA","https://www.neurology.org/journal/cpj","3652","0.986","Q2 (Neurology)","52","No","2163-0933","2163-0402"
"Neurology Genetics","Clinical Neuroscience","American Academy of Neurology Journals","Non-profit","OA","American Academy of Neurology Journals","","USA","https://www.neurology.org/journal/nxg","588","1.013","Q2 (Genetics; Neurology)","44","No","2376-7839",""
"Neurology Neuroimmunology Neuroinflammation","Neuroimmunology","American Academy of Neurology Journals","Non-profit","OA","American Academy of Neurology Journals","","USA","https://www.neurology.org/journal/nxi","3248","2.4","Q1 (Neurology)","86","No","2332-7812",""
"Neurología","Clinical Neuroscience","Elsevier","For-profit associated with a society","OA","Sociedad Espanola de Neurologia","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neurologia","1800","0.786","Q2 (Medicine; Neurology)","56","No","2173-5808","0213-4853"
"Neuromodulation","Neuromodulation","Elsevier","For-profit associated with a society","Hybrid","International Neuromodulation Society (INS)","Society/Association","Netherlands","https://www.neuromodulation.com/journal","3060","1.076","Q1 (Anesthesiology and Pain Medicine; Medicine; Neurology)","86","No","1525-1403","1094-7159"
"Neuromolecular Medicine","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12017","2618","0.979","Q2 (Molecular Medicine; Neurology)","89","No","1535-1084",""
"Neuromuscular Disorders","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","World Muscle Society","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neuromuscular-disorders","3134","0.915","Q1 (Pediatrics, Perinatology and Child Health)","121","No","1873-2364","0960-8966"
"Neuron","Generalist","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/neuron/home","7416","8.564","Q1 (Neuroscience)","569","No","1097-4199","0896-6273"
"Neurons, Behavior, Data analysis and Theory","Generalist","The Neurons, Behavior, Data analysis and Theory collective","Non-profit","OA","","","USA","https://nbdt.scholasticahq.com/","","","","","No","2690-2664",""
"Neuropathology","Neuroimmunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14401789","1421","0.538","Q2 (Medicine; Pathology and Forensic Medicine)","74","No","1440-1789","0919-6544"
"Neuropathology and Applied Neurobiology","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","British Neuropathological Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13652990","2334","1.512","Q1 (Histology; Neurology; Pathology and Forensic Medicine; Physiology)","115","No","1365-2990","0305-1846"
"Neuropediatrics","Developmental Neuroscience","Thieme Group","For-profit","Hybrid","","","Germany","https://lp.thieme.de/journals/neuropediatrics/0174-304X","3336","0.422","Q2 (Pediatrics, Perinatology and Child Health)","80","No","1439-1899","0174-304X"
"Neuropeptides","Molecular and Cellular Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/neuropeptides","1735","0.786","Q2 (Medicine; Neurology)","83","No","1532-2785","0143-4179"
"Neuropharmacology","Molecular and Cellular Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/neuropharmacology","3001","1.568","Q1 (Cellular and Molecular Neuroscience; Pharmacology)","206","No","1873-7064","0028-3908"
"Neurophysiologie Clinique","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Société de Neurophysiologie Clinique de Langue Française (SNCLF)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neurophysiologie-clinique","2329","0.778","Q2 (Medicine; Neurology; Physiology)","82","No","1769-7131","0987-7053"
"Neurophysiology","Neurophysiology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11062","","0.146","Q4 (Neuroscience; Physiology)","21","No","1573-9007","0090-2977"
"Neuropsychiatric Disease and Treatment","Clinical Neuroscience","Taylor & Francis Group","For-profit","OA","","","USA","https://www.dovepress.com/neuropsychiatric-disease-and-treatment-journal","2912","0.947","Q2 (Psychiatry and Mental Health)","106","No","1178-2021",""
"Neuropsychiatrie de l'Enfance et de l'Adolescence","Developmental Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Société française de psychiatrie de l'enfant et de l'adolescent","Society/Association","Netherlands","https://www.sciencedirect.com/journal/neuropsychiatrie-de-lenfance-et-de-ladolescence","2080","0.17","Q3 (Pediatrics, Perinatology and Child Health)","22","No","1769-6615","0222-9617"
"Neuropsychobiology","Generalist","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/NPS/","2650","1.082","Q1 (Neuropsychology and Physiological Psychology)","97","No","1423-0224","0302-282X"
"Neuropsychologia","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/neuropsychologia","2780","0.854","Q2 (Behavioral Neuroscience; Cognitive Neuroscience; Experimental and Cognitive Psychology)","244","No","1873-3514","0028-3932"
"Neuropsychological Rehabilitation","Clinical Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/pnrh20","1570","0.733","Q1 (Arts and Humanities; Rehabilitation)","92","No","1464-0694","0960-2011"
"Neuropsychology","Cognitive Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/neu","3859","0.822","Q2 (Neuropsychology and Physiological Psychology)","154","No","1931-1559","0894-4105"
"Neuropsychology Review","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11065","2430","2.193","Q1 (Neuropsychology and Physiological Psychology)","123","No","1573-6660","1040-7308"
"Neuropsychopharmacology","Molecular and Cellular Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/npp","4159","2.988","Q1 (Pharmacology; Psychiatry and Mental Health)","269","No","1740-634X","0893-133X"
"Neuroradiology","Clinical Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","European Society of Neuroradiology; Japanese Society of Neuroradiology","Society/Association","Germany / UK","https://link.springer.com/journal/234","2618","0.75","Q2 (Cardiology and Cardiovascular Medicine; Neurology; Radiology, Nuclear Medicine and Imaging)","112","No","1432-1920","0028-3940"
"Neurorehabilitation","Clinical Neuroscience","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/nrea","","0.611","Q2 (Physical Therapy, Sports Therapy and Rehabilitation; Rehabilitation)","87","No","1878-6448","1053-8135"
"Neurorehabilitation and Neural Repair","Molecular and Cellular Neuroscience","Sage Publishing","For-profit associated with a society","","American Society for Neurorehabilitation & World Federation for Neurorehabilitation","Society/Association","USA","https://journals.sagepub.com/home/nnrb","","1.284","Q1 (Neurology; Rehabilitation)","141","No","1552-6844","1545-9683"
"Neuroreport","Generalist","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/neuroreport/pages/default.aspx","2765","0.58","Q3 (Neuroscience)","210","No","1473-558X","0959-4965"
