Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Pediatric Drugs,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Pediatric Nephrology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Pediatric Radiology,Springer Nature,Hybrid,2480,3060,3060,3060,3060,3060
Pediatric Research,Springer Nature,Hybrid,2990,3060,3580,3690,3890,3890
Pediatric Rheumatology,Springer Nature,OA,2170,2290,2190,2190,2290,2290
Pediatric Surgery International,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Peer-to-Peer Networking and Applications,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Peking Mathematical Journal,Springer Nature,Hybrid,1790,1790,2190,2090,2290,2290
Periodica Mathematica Hungarica,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Perioperative Medicine,Springer Nature,OA,1995,2170,2190,2290,2290,2290
Personal and Ubiquitous Computing,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Perspectives on Behavior Science,Springer Nature,Hybrid,,2170,2190,2190,2190,2190
Pfl�gers Archiv - European Journal of Physiology,Springer Nature,Hybrid,2990,3060,3060,2990,3090,3090
Pharmaceutical Medicine,Springer Nature,Hybrid,2040,2040,2590,2690,2890,2890
Pharmaceutical Research,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
PharmacoEconomics,Springer Nature,Hybrid,2990,3060,3060,3290,3390,3390
PharmacoEconomics - Open,Springer Nature,OA,1964,2500,2490,2690,2790,2790
PharmacoEconomics Spanish Research Articles,Springer Nature,Hybrid,2480,,,,,2480
Pharmacological Reports,Springer Nature,Hybrid,,2170,2190,2190,2390,2390
Phenomenology and the Cognitive Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Phenomics,Springer Nature,Hybrid,,,2570,2570,2690,2690
Philosophia,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Philosophical Studies,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Philosophy & Technology,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Philosophy of Management,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
"Philosophy, Ethics, and Humanities in Medicine",Springer Nature,OA,1060,1060,1290,1490,1390,1390
Photochemical & Photobiological Sciences,Springer Nature,Hybrid,,,2570,2690,2690,2690
Photonic Network Communications,Springer Nature,Hybrid,2040,2170,2190,2090,2090,2090
Photosynthesis Research,Springer Nature,Hybrid,2990,2570,2590,2590,2690,2690
Photosynthetica,Springer Nature,Hybrid,2480,,,,,2480
Physical and Engineering Sciences in Medicine,Springer Nature,Hybrid,,2570,2590,2590,2690,2690
Physics and Chemistry of Minerals,Springer Nature,Hybrid,2480,2570,2590,2490,2690,2690
Physics in Perspective,Springer Nature,Hybrid,2480,2170,2190,2190,2390,2390
Physiology and Molecular Biology of Plants,Springer Nature,Hybrid,,2170,2590,2690,2890,2890
Phytochemistry Reviews,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Phytoparasitica,Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Pilot and Feasibility Studies,Springer Nature,OA,1690,1790,1790,1790,1890,1890
Pituitary,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Place Branding and Public Diplomacy,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Plant Biotechnology Reports,Springer Nature,Hybrid,2480,2480,2480,2590,2590,2590
Plant Cell Reports,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
"Plant Cell, Tissue and Organ Culture (PCTOC)",Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Plant Ecology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Plant Foods for Human Nutrition,Springer Nature,Hybrid,2990,2570,2590,2690,2790,2790
Plant Growth Regulation,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Plant Methods,Springer Nature,OA,1990,2040,1990,2190,2390,2390
Plant Molecular Biology,Springer Nature,Hybrid,2480,3060,3060,3060,3290,3290
Plant Molecular Biology Reporter,Springer Nature,Hybrid,2480,2170,2590,2490,2590,2590
Plant Physiology Reports,Springer Nature,Hybrid,,2170,2190,2290,2290,2290
Plant Reproduction,Springer Nature,Hybrid,2480,2570,3060,3060,3060,3060
Plant Systematics and Evolution,Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Plant and Soil,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Planta,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Plasma Chemistry and Plasma Processing,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Plasmonics,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Pneumonia,Springer Nature,OA,1690,1790,1990,1890,2090,2090
Polar Biology,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Policy Sciences,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Political Behavior,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Politische Vierteljahresschrift,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Polymer Bulletin,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Polymer Journal,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Polytechnica,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Population Ecology,Springer Nature,Hybrid,2480,,,,,2480
Population Health Metrics,Springer Nature,OA,1870,1990,2190,1990,2190,2190
Population Research and Policy Review,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Population and Environment,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Porcine Health Management,Springer Nature,OA,1480,1570,1570,1790,1990,1990
Portuguese Economic Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Positivity,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Postdigital Science and Education,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Potato Research,Springer Nature,Hybrid,2480,2170,2190,2290,2490,2490
Potential Analysis,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Precision Agriculture,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Prevention Science,Springer Nature,Hybrid,2040,2170,2590,2690,2690,2690
Primates,Springer Nature,Hybrid,2480,2480,2480,2480,2590,2590
ProCare,Springer Nature,Hybrid,2240,2240,2380,2380,2490,2490
Probability Theory and Related Fields,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Probiotics and Antimicrobial Proteins,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
"Proceedings of the National Academy of Sciences, India Section A: Physical Sciences",Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
"Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Proceedings of the Zoological Society,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Process Integration and Optimization for Sustainability,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Production Engineering,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Progress in Additive Manufacturing,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Progress in Artificial Intelligence,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Progress in Biomaterials,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Progress in Earth and Planetary Science,Springer Nature,OA,1300,1300,1300,1390,1390,1390
Prostate Cancer and Prostatic Diseases,Springer Nature,Hybrid,2990,3060,3580,3580,3790,3790
Proteome Science,Springer Nature,OA,1790,1870,1990,1790,1890,1890
Protoplasma,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Pr�vention und Gesundheitsf�rderung,Springer Nature,Hybrid,2240,2240,2380,2490,2490,2490
Psicologia: Reflex�o e Cr�tica,Springer Nature,OA,840,840,1060,1140,1190,1190
Psychiatric Quarterly,Springer Nature,Hybrid,2480,3060,3060,3290,3590,3590
"Psychoanalysis, Culture & Society",Springer Nature,Hybrid,,,,2590,2590,2590
Psychological Injury and Law,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Psychological Research,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Psychological Studies,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Psychometrika,Springer Nature,Hybrid,2480,2170,2190,2290,2190,2190
Psychonomic Bulletin & Review,Springer Nature,Hybrid,2040,2570,2590,2690,2690,2690
Psychopharmacology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Psychotherapeut,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Psychotherapie Forum,Springer Nature,Hybrid,,2200,2200,2390,2490,2490
Public Choice,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Public Health Reviews,Springer Nature,OA,1745,1790,1790,,,1790
Public Organization Review,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Public Transport,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Publications math�matiques de l'IH�S,Springer Nature,OA,,,,2750,2690,2690
Publishing Research Quarterly,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Publizistik,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Pulmonary Therapy,Springer Nature,OA,,,4500,4500,4500,4500
Pure and Applied Geophysics,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Purinergic Signalling,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
P�diatrie & P�dologie,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Qualitas,Springer Nature,Hybrid,,,2380,2380,2490,2490
Qualitative Sociology,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Qualitative Theory of Dynamical Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Quality & Quantity,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Quality and User Experience,Springer Nature,Hybrid,2040,2570,2590,2490,2590,2590
Quality of Life Research,Springer Nature,Hybrid,2040,2170,2590,2690,2690,2690
Quantitative Biology,Springer Nature,Hybrid,1790,1790,,,,1790
Quantitative Marketing and Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Quantum Frontiers,Springer Nature,OA,,,,1570,,1570
Quantum Information Processing,Springer Nature,Hybrid,2040,2040,2040,2040,2040,2040
Quantum Machine Intelligence,Springer Nature,Hybrid,1790,1790,2190,2190,2390,2390
Quantum Studies: Mathematics and Foundations,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Queueing Systems,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
ROBOMECH Journal,Springer Nature,OA,950,1100,1100,1100,1100,1100
Race and Social Problems,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Radiation Detection Technology and Methods,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Radiation Oncology,Springer Nature,OA,2040,2170,2190,2390,2490,2490
Radiation and Environmental Biophysics,Springer Nature,Hybrid,2480,2170,2190,2390,2390,2390
Radiological Physics and Technology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Rare Metals,Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Raumforschung und Raumordnung | Spatial Research and Planning,Springer Nature,Hybrid,2240,,,,,2240
"Reaction Kinetics, Mechanisms and Catalysis",Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Reading and Writing,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Real-Time Systems,Springer Nature,Hybrid,2040,2170,2190,1990,2190,2190
Rechtsmedizin,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Regenerative Engineering and Translational Medicine,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Regional Environmental Change,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Remote Sensing in Earth Systems Sciences,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
Rendiconti Lincei. Scienze Fisiche e Naturali,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Rendiconti del Circolo Matematico di Palermo Series 2,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
"Renewables: Wind, Water, and Solar",Springer Nature,OA,800,790,990,1090,,1090
Reproductive Biology and Endocrinology,Springer Nature,OA,2040,2170,2290,2490,2590,2590
Reproductive Health,Springer Nature,OA,2040,2170,2190,2390,2490,2490
Reproductive Sciences,Springer Nature,Hybrid,,2200,2190,2190,2290,2290
Requirements Engineering,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Res Publica,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Research Integrity and Peer Review,Springer Nature,OA,1690,1790,1690,1690,1790,1790
Research Involvement and Engagement,Springer Nature,OA,1690,1790,1890,1890,1990,1990
Research in Engineering Design,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Research in Higher Education,Springer Nature,Hybrid,2040,2170,2190,2290,2090,2090
Research in Number Theory,Springer Nature,Hybrid,1790,1790,2590,2590,2590,2590
Research in Science Education,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Research in the Mathematical Sciences,Springer Nature,Hybrid,1790,1790,2590,2690,2790,2790
Research on Biomedical Engineering,Springer Nature,Hybrid,,2570,2190,2190,2290,2290
Research on Chemical Intermediates,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Research on Child and Adolescent Psychopathology,Springer Nature,Hybrid,,,,2190,2290,2290
Respiratory Research,Springer Nature,OA,2170,2290,2290,2490,2690,2690
Results in Mathematics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Retrovirology,Springer Nature,OA,2290,2290,2390,2290,2190,2190
Review Journal of Autism and Developmental Disorders,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Review of Accounting Studies,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
"Review of Agricultural, Food and Environmental Studies",Springer Nature,Hybrid,2040,2040,2040,1690,2265,2265
Review of Derivatives Research,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Review of Economic Design,Springer Nature,Hybrid,2040,2170,2190,2290,2090,2090
Review of Economics of the Household,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Review of Evolutionary Political Economy,Springer Nature,Hybrid,,1790,2190,2190,2190,2190
Review of Industrial Organization,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Review of Managerial Science,Springer Nature,Hybrid,2040,2170,2190,2390,2290,2290
Review of Philosophy and Psychology,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Review of Quantitative Finance and Accounting,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Review of Regional Research,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Review of Religious Research,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Review of World Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Reviews in Endocrine and Metabolic Disorders,Springer Nature,Hybrid,2990,3580,3580,3690,3890,3890
Reviews in Environmental Science and Bio/Technology,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Reviews in Fish Biology and Fisheries,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Reviews of Environmental Contamination and Toxicology,Springer Nature,Hybrid,,,,2590,2690,2690
Reviews of Modern Plasma Physics,Springer Nature,Hybrid,2040,2570,2590,2590,2790,2790
Revista Brasileira de Farmacognosia,Springer Nature,Hybrid,,2570,2190,2290,2490,2490
Revista Chilena de Historia Natural,Springer Nature,OA,1580,1580,1790,1990,1990,1990
Revista Matem�tica Complutense,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
"Revista de la Real Academia de Ciencias Exactas, F�sicas y Naturales. Serie A. Matem�ticas",Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Rheologica Acta,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Rheumatology International,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Rheumatology and Therapy,Springer Nature,OA,,,5250,5250,5500,5500
Rice,Springer Nature,OA,1990,2040,2190,2290,2390,2390
Ricerche di Matematica,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Risk Management,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Rock Mechanics and Rock Engineering,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Russian Linguistics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
SICS Software-Intensive Cyber-Physical Systems,Springer Nature,Hybrid,,2040,2040,,,2040
SN Applied Sciences,Springer Nature,Hybrid,1790,1790,,,,1790
SN Applied Sciences,Springer Nature,OA,,,1480,1480,1690,1690
SN Business & Economics,Springer Nature,Hybrid,,1790,1790,1890,1990,1990
SN Comprehensive Clinical Medicine,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
SN Computer Science,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
SN Operations Research Forum,Springer Nature,Hybrid,,1790,2190,2190,2190,2190
SN Partial Differential Equations and Applications,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
SN Social Sciences,Springer Nature,Hybrid,,1790,1790,1890,1890,1890
Safety in Extreme Environments,Springer Nature,Hybrid,,1790,2190,2390,2390,2390
"Sampling Theory, Signal Processing, and Data Analysis",Springer Nature,Hybrid,,,2170,2170,2170,2170
Sankhya A,Springer Nature,Hybrid,,2170,2190,2190,2290,2290
Sankhya B,Springer Nature,Hybrid,,2170,2190,2290,2290,2290
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",Springer Nature,OA,1890,2170,2290,2390,2390,2390
Schizophrenia,Springer Nature,OA,,,,2990,2990,2990
Schmalenbach Business Review,Springer Nature,Hybrid,2040,2170,,,,2170
Schmalenbach Journal of Business Research,Springer Nature,OA,,,1450,1450,,1450
Schmalenbachs Zeitschrift f�r betriebswirtschaftliche Forschung,Springer Nature,Hybrid,2240,2240,,,,2240
Schmerz Nachrichten,Springer Nature,Hybrid,,,,2380,2490,2490
School Mental Health,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Schweizer Gastroenterologie,Springer Nature,Hybrid,,2240,2380,2380,2490,2490
Science & Education,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Science China Chemistry,Springer Nature,Hybrid,2480,2570,3060,3190,3190,3190
Science China Earth Sciences,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Science China Information Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Science China Life Sciences,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Science China Materials,Springer Nature,Hybrid,2480,2570,3060,3190,3390,3390
Science China Mathematics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
"Science China Physics, Mechanics & Astronomy",Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Science China Technological Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Science and Engineering Ethics,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Scientific Data,Springer Nature,OA,1390,1570,1690,1790,1890,1890
Scientific Reports,Springer Nature,OA,1490,1570,1690,1890,2090,2090
Scientometrics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
SeMA Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Security Informatics,Springer Nature,OA,885,,,,,885
Security Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Selecta Mathematica,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Semigroup Forum,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Seminars in Immunopathology,Springer Nature,Hybrid,2200,2200,2590,2690,2790,2790
Sensing and Imaging,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Service Business,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Service Oriented Computing and Applications,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Set-Valued and Variational Analysis,Springer Nature,Hybrid,2040,2170,2190,2090,2090,2090
Sex Roles,Springer Nature,Hybrid,2480,2170,2190,2390,2390,2390
Sexuality & Culture,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Sexuality Research and Social Policy,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Sexuality and Disability,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Shape Memory and Superelasticity,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Shock Waves,Springer Nature,Hybrid,2040,2570,2590,2690,2690,2690
Signal Transduction and Targeted Therapy,Springer Nature,OA,1790,2170,2245,2490,2690,2690
"Signal, Image and Video Processing",Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Signals,Springer Nature,OA,1745,1745,1745,,,1745
Silicon,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Skeletal Muscle,Springer Nature,OA,1870,1990,2090,2090,2190,2190
Skeletal Radiology,Springer Nature,Hybrid,2480,2570,3060,3190,3190,3190
Sleep Science and Practice,Springer Nature,OA,1690,1790,1990,2090,1990,1990
Sleep and Biological Rhythms,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Sleep and Breathing,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Sleep and Vigilance,Springer Nature,Hybrid,1790,1790,2590,2590,2690,2690
Small Business Economics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Small-scale Forestry,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Smart Learning Environments,Springer Nature,OA,885,,,,,885
Smart Water,Springer Nature,OA,800,800,,,,800
Social Choice and Welfare,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Social Indicators Research,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Social Justice Research,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Social Network Analysis and Mining,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Social Psychiatry and Psychiatric Epidemiology,Springer Nature,Hybrid,2990,2990,2990,3090,3090,3090
Social Psychology of Education,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Social Theory & Health,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Society,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Socio-Cognitive Systems,Springer Nature,Hybrid,1790,,,,,1790
Socio-Ecological Practice Research,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Soft Computing,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Software & Systems Modeling,Springer Nature,Hybrid,2040,,,,,2040
Software Quality Journal,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Software and Systems Modeling,Springer Nature,Hybrid,,2170,2190,2190,2290,2290
Software-Intensive Cyber-Physical Systems,Springer Nature,Hybrid,2040,,,,,2040
Soil Ecology Letters,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Solar Physics,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Somnologie,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Sophia,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Source Code for Biology and Medicine,Springer Nature,OA,1570,1690,,,,1690
Sozial Extra,Springer Nature,Hybrid,,2240,2380,2490,2590,2590
Soziale Passagen,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Soziale Probleme,Springer Nature,Hybrid,2240,2240,2380,2490,,2490
Space Science Reviews,Springer Nature,Hybrid,3490,3580,3580,3490,3690,3690
Spatial Demography,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Spatial Information Research,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Spektrum der Augenheilkunde,Springer Nature,Hybrid,2240,2240,2380,2380,2490,2490
Spinal Cord,Springer Nature,Hybrid,2990,2990,3580,3690,3590,3590
Spinal Cord Series and Cases,Springer Nature,Hybrid,1090,1790,2190,2290,2290,2290
Spine Deformity,Springer Nature,Hybrid,,2200,2190,2190,2190,2190
Sport Sciences for Health,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Sports Engineering,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Sports Medicine,Springer Nature,Hybrid,2990,3060,3580,3790,3990,3990
Sports Medicine - Open,Springer Nature,OA,1790,1870,1990,2490,2790,2790
Standards in Genomic Sciences,Springer Nature,OA,1745,,,,,1745
Standort,Springer Nature,Hybrid,2240,2240,2380,2290,2490,2490
Statistical Inference for Stochastic Processes,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Statistical Methods & Applications,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Statistical Papers,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Statistics and Computing,Springer Nature,Hybrid,2040,2170,2190,2190,2090,2090
Statistics in Biosciences,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Stem Cell Research & Therapy,Springer Nature,OA,1990,2040,2090,2290,2490,2490
Stem Cell Reviews and Reports,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Stochastic Environmental Research and Risk Assessment,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Stochastics and Partial Differential Equations: Analysis and Computations,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Strahlentherapie und Onkologie,Springer Nature,Hybrid,2990,2990,2990,3090,3290,3290
Structural Chemistry,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Structural and Multidisciplinary Optimization,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Studia Geophysica et Geodaetica,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Studia Logica,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Studies in Comparative International Development,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Studies in East European Thought,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Studies in Philosophy and Education,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Subjectivity,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
"Substance Abuse Treatment, Prevention, and Policy",Springer Nature,OA,1990,2040,2190,2190,2390,2390
Sugar Tech,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Supportive Care in Cancer,Springer Nature,Hybrid,2990,3060,3060,3290,3290,3290
Surgery Today,Springer Nature,Hybrid,2990,2570,2590,2690,2690,2690
Surgical Case Reports,Springer Nature,OA,1250,1250,1250,1250,1250,1250
Surgical Endoscopy,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Surgical and Radiologic Anatomy,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Surveys in Geophysics,Springer Nature,Hybrid,2990,3060,3060,3060,2990,2990
Sustainability Management Forum | NachhaltigkeitsManagementForum,Springer Nature,Hybrid,,,2240,2190,2190,2190
Sustainability Science,Springer Nature,Hybrid,2480,2480,2480,2690,2690,2690
Sustainable Earth,Springer Nature,OA,860,860,1060,1040,,1040
Sustainable Earth Reviews,Springer Nature,OA,,,,,1140,1140
Sustainable Energy Research,Springer Nature,OA,,,,,1190,1190
Sustainable Environment Research,Springer Nature,OA,1200,,,,,1200
Sustainable Water Resources Management,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Swarm Intelligence,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Swiss Journal of Geosciences,Springer Nature,OA,,1250,1250,1290,1290,1290
Swiss Journal of Geosciences,Springer Nature,Hybrid,2040,,,,,2040
Swiss Journal of Palaeontology,Springer Nature,OA,,1000,1000,1000,1000,1000
Swiss Journal of Palaeontology,Springer Nature,Hybrid,2480,,,,,2480
Symbiosis,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Synthese,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Systematic Parasitology,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Systematic Reviews,Springer Nature,OA,1690,1790,1990,2190,2290,2290
